,PLAYER,TEAM,GP,MPG,BLK,PF,BLKPG,BLKP40M,BLK/PF,RK,Year
111,"JJ Hickson, F-C",NCST,31,28.7,47,60,1.52,2.11,0.78,112,2008
112,"Sam Atupem, F",MSM,32,25.2,48,99,1.50,2.38,0.48,113,2008
113,"Kieron Achara, F-C",DUQ,30,19.1,45,75,1.50,3.14,0.60,114,2008
114,"Perry Stevenson, F",UK,30,24.1,45,79,1.50,2.49,0.57,115,2008
115,"Michael Bramos, G-F",M-OH,28,34.7,42,48,1.50,1.73,0.88,116,2008
116,"Brian Qvale, C",MONT,26,14.6,39,52,1.50,4.12,0.75,117,2008
117,"Stephen Sargent, C",VMI,4,5.8,6,5,1.50,10.43,1.20,118,2008
118,"Joe Alexander, F",WVU,33,31.2,49,90,1.48,1.90,0.54,119,2008
119,"Sergio Olmos, C",TEM,33,22.1,49,104,1.48,2.68,0.47,120,2008
0,"Jarvis Varnado, F",MSST,35,28.3,165,79,4.71,6.67,2.09,1,2009
1,"Hasheem Thabeet, C",CONN,31,32.5,142,78,4.58,5.64,1.82,2,2009
2,"Tony Gaffney, C",UMASS,30,33.9,115,61,3.83,4.52,1.89,3,2009
3,"Kleon Penn, C",MCNS,29,25.1,102,64,3.52,5.60,1.59,4,2009
4,"Taj Gibson, F",USC,33,33.9,92,94,2.79,3.29,0.98,5,2009
5,"Cruz Daniels, C",HP,30,26.2,83,87,2.77,4.22,0.95,6,2009
6,"Chief Kickingstallionsims, C",ALST,31,20.7,85,77,2.74,5.30,1.10,7,2009
7,"Luke Nevill, C",UTAH,33,32.0,90,93,2.73,3.41,0.97,8,2009
8,"Andrew Nicholson, F",SBON,30,25.1,81,99,2.70,4.30,0.82,9,2009
9,"Marqus Blakely, F",UVM,31,32.5,83,96,2.68,3.30,0.86,10,2009
10,"Larry Sanders, F",VCU,33,26.5,88,120,2.67,4.02,0.73,11,2009
11,"Thomas Coleman, F-C",NCAT,32,26.4,85,89,2.66,4.03,0.96,12,2009
12,"Chris Johnson, C",LSU,33,25.0,87,71,2.64,4.21,1.23,13,2009
13,"Nick Schneiders, C",UPST,30,27.4,79,97,2.63,3.85,0.81,14,2009
14,"John Williams, F",UNCA,29,31.1,76,44,2.62,3.37,1.73,15,2009
15,"Jerome Jordan, C",TLSA,34,27.0,88,103,2.59,3.83,0.85,16,2009
16,"Alex Woodhouse, F",COLG,23,28.1,59,66,2.57,3.65,0.89,17,2009
17,"John Bryant, C",SCU,33,31.0,84,84,2.55,3.28,1.00,18,2009
18,"Keith Benson, C",OAK,34,27.7,86,107,2.53,3.65,0.80,19,2009
19,"Daniel Northern, F-C",TNTC,29,28.4,73,78,2.52,3.54,0.94,20,2009
20,"Scott VanderMeer, C",UIC,31,31.5,77,94,2.48,3.16,0.82,21,2009
21,"William Mosley, C",NWST,31,24.7,76,72,2.45,3.97,1.06,22,2009
22,"Cole Aldrich, C",KU,32,29.4,78,84,2.44,3.32,0.93,23,2009
23,"Gregory Echenique, C",RUTG,32,28.4,78,72,2.44,3.43,1.08,24,2009
24,"Ryan Bacon, F",SPU,30,27.7,73,96,2.43,3.52,0.76,25,2009
25,"Damian Saunders, F",DUQ,33,34.2,79,101,2.39,2.80,0.78,26,2009
26,"Brett Royster, F",FAU,32,27.0,73,103,2.28,3.38,0.71,27,2009
27,"Jay Brown, F",LAM,29,27.0,66,89,2.28,3.37,0.74,28,2009
28,"Greg Washington, F",HOF,30,20.5,68,80,2.27,4.42,0.85,29,2009
29,"Bamba Fall, C",SMU,30,27.7,67,84,2.23,3.22,0.80,30,2009
30,"Hamady Ndiaye, C",RUTG,32,23.3,71,90,2.22,3.81,0.79,31,2009
31,"Jeff Foote, C",COR,30,28.4,64,78,2.13,3.00,0.82,32,2009
32,"Patrick Sullivan, C",SELA,30,27.1,64,91,2.13,3.14,0.70,33,2009
33,"Tom Jervis, C",TROY,31,20.0,66,74,2.13,4.26,0.89,34,2009
34,"Marcus Cousin, C",HOU,32,29.8,68,77,2.13,2.85,0.88,35,2009
35,"Solomon Alabi, C",FSU,34,22.3,72,64,2.12,3.79,1.13,36,2009
36,"JaJuan Johnson, F-C",PUR,34,26.6,72,57,2.12,3.18,1.26,37,2009
37,"Matt Mullery, F",BRWN,28,33.1,59,72,2.11,2.55,0.82,38,2009
38,"Ronald Douglas, F",USA,30,23.2,62,60,2.07,3.56,1.03,39,2009
39,"Rene Rougeau, G",UNLV,31,30.1,64,85,2.06,2.75,0.75,40,2009
40,"Patrick Patterson, F",UK,31,33.7,64,71,2.06,2.45,0.90,41,2009
41,"Damian Johnson, F",MINN,29,26.8,59,84,2.03,3.04,0.70,42,2009
42,"Dallas Lauderdale, F",OSU,32,21.1,65,76,2.03,3.86,0.86,43,2009
43,"Dario Hunt, F",NEV,33,18.8,67,112,2.03,4.31,0.60,44,2009
44,"Omar Samhan, C",SMC,32,29.3,64,87,2.00,2.74,0.74,45,2009
45,"Trevor Booker, F",CLEM,31,30.6,62,53,2.00,2.61,1.17,46,2009
46,"Austin Daye, F",GONZ,31,26.3,62,87,2.00,3.04,0.71,47,2009
47,"Alvin Mofunanya, F",FDU,30,26.8,60,105,2.00,2.99,0.57,48,2009
48,"Eric McKinney, F",ARST,29,23.9,58,49,2.00,3.35,1.18,49,2009
49,"Damian Eargle, F",UNCG,29,23.5,57,78,1.97,3.34,0.73,50,2009
50,"Kenneth Faried, F-C",MORE,34,29.8,66,99,1.94,2.60,0.67,51,2009
51,"Junior Hairston, F",TOWS,31,31.0,60,84,1.94,2.50,0.71,52,2009
52,"Perry Stevenson, F",UK,33,27.5,63,89,1.91,2.77,0.71,53,2009
53,"Ryan Rossiter, F",SIE,32,28.9,61,81,1.91,2.63,0.75,54,2009
54,"Carl Montgomery, F",CHS,32,24.0,60,114,1.88,3.12,0.53,55,2009
55,"Ike Okoye, F",BSU,31,19.2,58,69,1.87,3.91,0.84,56,2009
56,"Jeremy Evans, F",WKU,32,25.0,59,78,1.84,2.95,0.76,57,2009
57,"Jordan Hill, F",ARIZ,31,35.8,57,91,1.84,2.05,0.63,58,2009
58,"Deilvez Yearby, F",IPFW,30,22.4,54,75,1.80,3.22,0.72,59,2009
59,"Marvin Jefferson, C",IDHO,30,22.7,54,102,1.80,3.17,0.53,60,2009
60,"Ed Davis, F",UNC,32,18.8,57,60,1.78,3.80,0.95,61,2009
61,"Divaldo Mbunga, C",MTST,32,27.9,57,82,1.78,2.56,0.70,62,2009
62,"Alade Aminu, F",GT,31,27.2,55,81,1.77,2.61,0.68,63,2009
63,"Brian Qvale, C",MONT,29,19.4,51,68,1.76,3.62,0.75,64,2009
64,"Terrence Jennings, F",LOU,29,12.1,51,42,1.76,5.83,1.21,65,2009
65,"Ahmad Nivins, F",JOES,32,39.3,56,70,1.75,1.78,0.80,66,2009
66,"John Garcia, F-C",HALL,28,28.7,49,92,1.75,2.44,0.53,67,2009
67,"Robert Dozier, F",MEM,34,29.8,59,92,1.74,2.33,0.64,68,2009
68,"Magnum Rolle, F-C",LT,30,28.2,52,88,1.73,2.46,0.59,69,2009
69,"Arturo Dubois, F",DSU,26,25.2,45,92,1.73,2.75,0.49,70,2009
70,"Titus Shelton, F-C",CP,28,32.4,48,90,1.71,2.12,0.53,71,2009
71,"LaMarcus Lowe, F-C",WMU,28,12.3,48,66,1.71,5.60,0.73,72,2009
72,"Tomas Vazquez-Simmons, F",CAN,31,26.6,53,89,1.71,2.57,0.60,73,2009
73,"Sylvester Seay, F",FRES,34,29.9,58,95,1.71,2.28,0.61,74,2009
74,"Herman Wrice, F",SFNY,30,21.8,51,91,1.70,3.12,0.56,75,2009
75,"Diamon Simpson, F",SMC,32,32.4,54,63,1.69,2.08,0.86,76,2009
76,"Rob Diggs, F",GW,28,28.5,47,78,1.68,2.36,0.60,77,2009
77,"Reggie Fuller, F",BING,31,31.7,52,105,1.68,2.12,0.50,78,2009
78,"Robert Glenn, F",IUPU,30,25.0,50,90,1.67,2.67,0.56,79,2009
79,"A.J. Ogilvy, C",VAN,29,27.6,48,78,1.66,2.40,0.62,80,2009
80,"Kyle Marks, F",FGCU,31,23.4,51,105,1.65,2.82,0.49,81,2009
81,"Vernon Goodridge, F",LAS,30,21.0,49,94,1.63,3.11,0.52,82,2009
82,"Trey Parker, F",UTA,27,14.5,44,72,1.63,4.49,0.61,83,2009
83,"Jim Ledsome, F",DEL,32,25.4,52,105,1.63,2.56,0.50,84,2009
84,"Kenny Lawson Jr., C",CREI,33,19.6,53,55,1.61,3.27,0.96,85,2009
85,"Daviin Davis, F",WEB,30,25.7,48,70,1.60,2.49,0.69,86,2009
86,"JaMychal Green, F",ALA,32,24.8,51,100,1.59,2.57,0.51,87,2009
87,"Assane Sene, C",UVA,22,17.3,35,61,1.59,3.67,0.57,88,2009
88,"Benson Egemonye, C",NIAG,34,26.2,54,102,1.59,2.43,0.53,89,2009
89,"Rudy Turner, C",ULM,29,24.1,46,98,1.59,2.63,0.47,90,2009
90,"Andrew Lovedale, F",DAV,33,30.1,52,84,1.58,2.10,0.62,91,2009
91,"Ken Horton, F",CCSU,28,34.1,44,45,1.57,1.84,0.98,92,2009
92,"Daniel Faris, F",UNM,32,26.1,50,111,1.56,2.40,0.45,93,2009
93,"Chinemelu Elonu, F-C",TAMU,32,23.9,50,88,1.56,2.61,0.57,94,2009
94,"Lavoy Allen, F",TEM,32,31.1,50,78,1.56,2.01,0.64,95,2009
95,"Greg Hamlin, F",ETSU,32,23.1,50,107,1.56,2.70,0.47,96,2009
96,"Wellington Smith, F",WVU,34,21.5,53,105,1.56,2.90,0.50,97,2009
97,"John Smith, F",AAMU,27,21.0,42,80,1.56,2.97,0.53,98,2009
98,"Matt Howard, F",BUT,31,27.8,48,96,1.55,2.22,0.50,99,2009
99,"Rick Jackson, F",SYR,35,21.6,54,71,1.54,2.86,0.76,100,2009
0,"Hassan Whiteside, F",MRSH,32,26.6,174,81,5.44,8.18,2.15,1,2010
1,"Jarvis Varnado, F",MSST,34,31.8,163,84,4.79,6.03,1.94,2,2010
2,"Hamady Ndiaye, C",RUTG,32,28.3,145,92,4.53,6.39,1.58,3,2010
3,"David Foster, C",UTAH,29,21.7,115,71,3.97,7.32,1.62,4,2010
4,"Ekpe Udoh, F-C",BAY,32,35.1,124,77,3.88,4.41,1.61,5,2010
5,"Cole Aldrich, C",KU,34,26.8,118,89,3.47,5.18,1.33,6,2010
6,"Keith Benson, C",OAK,34,31.0,116,101,3.41,4.40,1.15,7,2010
7,"William Mosley, C",NWST,29,26.9,98,91,3.38,5.03,1.08,8,2010
8,"Patrick Sullivan, C",SELA,31,29.9,102,92,3.29,4.40,1.11,9,2010
9,"Sam Muldrow, F",SC,31,29.7,97,79,3.13,4.22,1.23,10,2010
10,"Robert Nwankwo, F",TOWS,27,30.1,83,66,3.07,4.09,1.26,11,2010
11,"Nick Schneiders, C",UPST,29,27.0,88,75,3.03,4.50,1.17,12,2010
12,"Omar Samhan, C",SMC,31,32.3,94,93,3.03,3.75,1.01,13,2010
13,"Damian Saunders, F",DUQ,31,36.6,94,80,3.03,3.31,1.18,14,2010
14,"Brett Royster, F",FAU,30,30.5,90,91,3.00,3.93,0.99,15,2010
15,"Tyler Cain, F",SDAK,31,32.5,90,81,2.90,3.58,1.11,16,2010
16,"Greg Washington, F",HOF,33,25.0,92,109,2.79,4.46,0.84,17,2010
17,"Ed Davis, F",UNC,23,27.9,64,42,2.78,3.99,1.52,18,2010
18,"Tony Easley, C",MURR,34,22.1,93,82,2.74,4.95,1.13,19,2010
19,"John Williams, F",UNCA,30,29.1,82,61,2.73,3.76,1.34,20,2010
20,"Deilvez Yearby, F",IPFW,30,25.7,76,78,2.53,3.95,0.97,21,2010
21,"Cruz Daniels, C",HP,30,23.6,75,91,2.50,4.23,0.82,22,2010
22,"Larry Sanders, F",VCU,30,27.1,75,91,2.50,3.69,0.82,23,2010
23,"James Granstra, F",WIU,30,26.7,75,70,2.50,3.74,1.07,24,2010
24,"Eli Holman, F-C",DET,31,28.0,77,101,2.48,3.55,0.76,25,2010
25,"Solomon Alabi, C",FSU,31,25.5,74,71,2.39,3.75,1.04,26,2010
26,"Jerome Jordan, C",TLSA,34,29.6,81,96,2.38,3.22,0.84,27,2010
27,"Nkem Ojougboh, C",NE,32,33.0,75,85,2.34,2.84,0.88,28,2010
28,"Jamie Jones, F",PRST,32,28.9,75,87,2.34,3.24,0.86,29,2010
29,"Aaric Murray, C",LAS,30,27.5,70,91,2.33,3.40,0.77,30,2010
30,"Anthony Johnson, F",FAIR,32,30.2,74,96,2.31,3.06,0.77,31,2010
31,"Tomas Vazquez-Simmons, F",CAN,32,28.8,74,76,2.31,3.21,0.97,32,2010
32,"John Fields, F",UNCW,26,24.0,59,80,2.27,3.79,0.74,33,2010
33,"Thomas Coleman, F-C",NCAT,32,27.1,71,80,2.22,3.27,0.89,34,2010
34,"Matt Hodgson, C",SUU,29,23.3,64,101,2.21,3.79,0.63,35,2010
35,"Mike Muscala, C",BUCK,30,24.8,65,61,2.17,3.49,1.07,36,2010
36,"DeAngelo Casto, F",WSU,31,28.5,67,76,2.16,3.03,0.88,37,2010
37,"Derrick Favors, F",GT,34,27.4,73,87,2.15,3.14,0.84,38,2010
38,"Will Coleman, F",MEM,32,22.5,68,98,2.13,3.77,0.69,39,2010
39,"Magnum Rolle, F-C",LT,33,30.7,70,91,2.12,2.77,0.77,40,2010
40,"Willie Reed, F",SLU,30,27.6,63,66,2.10,3.04,0.95,41,2010
41,"Phil Jones, C",CHAR,31,17.5,65,82,2.10,4.79,0.79,42,2010
42,"Artsiom Parakhouski, C",RAD,31,34.7,65,69,2.10,2.42,0.94,43,2010
43,"Kenny Onyechi, F",LIU,31,25.7,65,93,2.10,3.26,0.70,44,2010
44,"Gavin Edwards, F",CONN,32,30.4,67,86,2.09,2.76,0.78,45,2010
45,"Alvin Mofunanya, F",FDU,26,29.6,54,85,2.08,2.81,0.64,46,2010
46,"Marvin Jefferson, C",IDHO,31,24.5,64,95,2.06,3.38,0.67,47,2010
47,"Brian Qvale, C",MONT,29,25.9,59,84,2.03,3.14,0.70,48,2010
48,"Dallas Lauderdale, F",OSU,33,24.6,66,71,2.00,3.25,0.93,49,2010
49,"Rick Jackson, F",SYR,32,25.9,64,60,2.00,3.08,1.07,50,2010
50,"Liam Potter, F-C",SHU,29,27.3,58,88,2.00,2.93,0.66,51,2010
51,"Jeremy Simmons, F",COFC,27,31.0,54,75,2.00,2.58,0.72,52,2010
52,"Greg Mangano, F",YALE,25,18.4,50,61,2.00,4.34,0.82,53,2010
53,"Dario Hunt, F",NEV,32,27.2,63,113,1.97,2.90,0.56,54,2010
54,"Brandon Peterson, F",ARST,31,22.2,61,79,1.97,3.55,0.77,55,2010
55,"Marqus Blakely, F",UVM,34,33.6,66,86,1.94,2.31,0.77,56,2010
56,"JaJuan Johnson, F-C",PUR,32,31.1,62,63,1.94,2.49,0.98,57,2010
57,"Robert Sacre, C",GONZ,32,24.8,62,91,1.94,3.12,0.68,58,2010
58,"Rory Spencer, F",GASO,32,23.4,62,110,1.94,3.32,0.56,59,2010
59,"Jeff Foote, C",COR,31,27.4,60,77,1.94,2.82,0.78,60,2010
60,"Reginald Buckner, F",MISS,27,17.2,52,86,1.93,4.47,0.60,61,2010
61,"Damian Johnson, F",MINN,34,25.5,65,96,1.91,3.00,0.68,62,2010
62,"Kenneth Faried, F-C",MORE,33,30.2,63,108,1.91,2.53,0.58,63,2010
63,"Herb Pope, F",HALL,31,30.8,59,103,1.90,2.47,0.57,64,2010
64,"Bilal Dixon, F-C",PROV,31,24.6,59,106,1.90,3.09,0.56,65,2010
65,"Dexter Pittman, C",TEX,33,19.0,62,86,1.88,3.96,0.72,66,2010
66,"Wesley Johnson, F",SYR,32,34.7,60,67,1.88,2.16,0.90,67,2010
67,"Papa Lo, F",BRY,29,13.7,54,47,1.86,5.43,1.15,68,2010
68,"Darnell Hugee, F",PV,27,26.4,50,90,1.85,2.81,0.56,69,2010
69,"Bo Amusa, F",AAMU,27,23.9,50,53,1.85,3.10,0.94,70,2010
70,"Curtis Kelly, F",KSU,33,24.7,61,87,1.85,3.00,0.70,71,2010
71,"Halil Kanacevic, C",HOF,33,26.6,61,106,1.85,2.78,0.58,72,2010
72,"Gary McGhee, C",PITT,32,24.2,59,67,1.84,3.05,0.88,73,2010
73,"Andrew Nicholson, F",SBON,30,30.2,55,90,1.83,2.43,0.61,74,2010
74,"DeMarcus Cousins, F",UK,34,23.2,62,109,1.82,3.14,0.57,75,2010
75,"Gary Flowers, F",USM,33,31.3,60,92,1.82,2.32,0.65,76,2010
76,"Jerai Grant, F-C",CLEM,30,20.1,54,83,1.80,3.59,0.65,77,2010
77,"Jeremy Evans, F",WKU,34,26.5,61,98,1.79,2.71,0.62,78,2010
78,"Chris Gaston, F",FOR,28,35.0,50,73,1.79,2.04,0.68,79,2010
79,"D.J. Cunningham, C",UNCA,28,22.5,50,87,1.79,3.18,0.57,80,2010
80,"Amadou Mbodji, F",JVST,27,19.7,48,65,1.78,3.61,0.74,81,2010
81,"Bryan Davis, F",TAMU,32,25.5,56,103,1.75,2.75,0.54,82,2010
82,"Darrius Garrett, F-C",RICH,34,14.4,59,63,1.74,4.84,0.94,83,2010
83,"Zeke Marshall, C",AKR,34,16.8,59,71,1.74,4.14,0.83,84,2010
84,"Paul Davis, F",WSSU,29,26.9,50,66,1.72,2.56,0.76,85,2010
85,"Chris Duncan, F",ALST,29,17.9,50,49,1.72,3.85,1.02,86,2010
86,"Kyle O'Quinn, C",NORF,30,28.3,51,94,1.70,2.40,0.54,87,2010
87,"Tadre Sheppard, F",UCA,30,29.3,51,72,1.70,2.32,0.71,88,2010
88,"JaMychal Green, F",ALA,31,27.0,52,97,1.68,2.49,0.54,89,2010
89,"Sam McLaurin, F",CCAR,34,18.4,57,63,1.68,3.64,0.90,90,2010
90,"Ater Majok, F",CONN,24,15.0,40,49,1.67,4.43,0.82,91,2010
91,"LaDaris Green, F",KENN,32,24.0,52,88,1.63,2.71,0.59,92,2010
92,"Alex Oriakhi, F",CONN,32,24.6,52,87,1.63,2.64,0.60,93,2010
93,"Mike Tisdale, C",ILL,33,28.1,53,108,1.61,2.28,0.49,94,2010
94,"Kashief Edwards, F",NIAG,33,20.9,53,94,1.61,3.07,0.56,95,2010
95,"Matt Mullery, F",BRWN,30,31.2,48,65,1.60,2.05,0.74,96,2010
96,"Matt Sauey, F",UNF,30,24.1,48,90,1.60,2.66,0.53,97,2010
97,"Ralph Sampson III, F-C",MINN,32,25.8,51,67,1.59,2.47,0.76,98,2010
98,"Charles Funches, F",HAMP,32,27.3,51,106,1.59,2.33,0.48,99,2010
99,"Chris Oakes, C",SJSU,28,28.3,44,84,1.57,2.22,0.52,100,2010
0,"William Mosley, C",NWST,32,28.2,156,99,4.88,6.92,1.58,1,2011
1,"Keith Benson, C",OAK,34,32.2,124,104,3.65,4.53,1.19,2,2011
2,"C.J. Aiken, C",JOES,33,27.5,117,64,3.55,5.16,1.83,3,2011
3,"Kyle O'Quinn, C",NORF,32,32.8,110,114,3.44,4.19,0.96,4,2011
4,"Sam Muldrow, F",SC,30,28.9,103,78,3.43,4.75,1.32,5,2011
5,"David Foster, C",UTAH,31,20.3,99,84,3.19,6.31,1.18,6,2011
6,"Danny Agbelese, F",HAMP,32,23.7,101,91,3.16,5.34,1.11,7,2011
7,"John Henson, F",UNC,33,26.4,103,55,3.12,4.74,1.87,8,2011
8,"Brett Royster, F",FAU,31,30.0,95,92,3.06,4.09,1.03,9,2011
9,"Greg Mangano, F",YALE,28,32.0,85,87,3.04,3.79,0.98,10,2011
10,"Damian Eargle, F",YSU,30,25.0,91,83,3.03,4.85,1.10,11,2011
11,"Jamelle Hagins, F",DEL,29,29.4,87,99,3.00,4.08,0.88,12,2011
12,"Reginald Buckner, F",MISS,32,23.7,95,119,2.97,5.02,0.80,13,2011
13,"Brian Qvale, C",MONT,31,31.0,92,93,2.97,3.83,0.99,14,2011
14,"Delvon Johnson, F",ARK,31,28.3,91,63,2.94,4.15,1.44,15,2011
15,"Thomas Coleman, F-C",NCAT,31,31.9,83,76,2.68,3.36,1.09,16,2011
16,"Damian Saunders, F",DUQ,29,34.3,76,66,2.62,3.05,1.15,17,2011
17,"Festus Ezeli, C",VAN,33,23.3,86,100,2.61,4.48,0.86,18,2011
18,"Rick Jackson, F",SYR,33,35.4,83,67,2.52,2.84,1.24,19,2011
19,"Zeke Marshall, C",AKR,35,22.1,88,118,2.51,4.54,0.75,20,2011
20,"Ty Walker, C",WAKE,32,18.1,79,38,2.47,5.47,2.08,21,2011
21,"Jyles Smith, F",SAV,30,25.7,73,110,2.43,3.79,0.66,22,2011
22,"Shane Johannsen, F",NAU,31,24.5,75,80,2.42,3.94,0.94,23,2011
23,"Jerai Grant, F-C",CLEM,32,26.9,77,71,2.41,3.57,1.08,24,2011
24,"Kenneth Faried, F-C",MORE,33,34.6,79,102,2.39,2.77,0.77,25,2011
25,"John Flowers, F",WVU,31,30.5,74,94,2.39,3.13,0.79,26,2011
26,"Babatunde Olumuyiwa, C",UPST,30,24.5,71,52,2.37,3.87,1.37,27,2011
27,"LaMarcus Lowe, F-C",DET,33,16.4,78,78,2.36,5.76,1.00,28,2011
28,"Jamell Harris, F",EMU,31,24.4,72,96,2.32,3.81,0.75,29,2011
29,"JaJuan Johnson, F-C",PUR,32,35.3,74,51,2.31,2.62,1.45,30,2011
30,"Mitchell Watt, F",BUFF,31,21.4,71,103,2.29,4.28,0.69,31,2011
31,"Bernard James, F",FSU,31,20.9,71,52,2.29,4.39,1.37,32,2011
32,"Aaric Murray, C",LAS,32,28.1,73,99,2.28,3.25,0.74,33,2011
33,"D.J. Covington, F",VMI,25,24.8,57,85,2.28,3.68,0.67,34,2011
34,"Greg Washington, F",HOF,32,29.0,71,112,2.22,3.06,0.63,35,2011
35,"JaMychal Green, F",ALA,29,28.6,64,91,2.21,3.09,0.70,36,2011
36,"Tristan Thompson, F",TEX,34,30.6,75,93,2.21,2.88,0.81,37,2011
37,"Papa Dia, F",SMU,31,34.1,68,100,2.19,2.58,0.68,38,2011
38,"Ryan Olander, C",FAIR,31,29.6,68,88,2.19,2.96,0.77,39,2011
39,"Rhamel Brown, F",MAN,31,28.0,68,84,2.19,3.13,0.81,40,2011
40,"Marques Oliver, F",DSU,29,30.7,63,96,2.17,2.83,0.66,41,2011
41,"Daniel Miller, C",GT,31,25.7,67,75,2.16,3.36,0.89,42,2011
42,"Ryan Bacon, F",SPU,30,28.7,64,79,2.13,2.98,0.81,43,2011
43,"Tom Herzog, C",UCF,26,16.0,55,56,2.12,5.28,0.98,44,2011
44,"Eric Griffin, F",CAMP,29,28.1,61,99,2.10,3.00,0.62,45,2011
45,"Tomas Vazquez-Simmons, F",CAN,30,21.0,62,68,2.07,3.94,0.91,46,2011
46,"Alec Brown, F",GB,32,25.1,66,88,2.06,3.28,0.75,47,2011
47,"Malcolm Thomas, F",SDSU,34,30.1,70,78,2.06,2.74,0.90,48,2011
48,"Yannick Crowder, F",FAMU,30,22.1,61,91,2.03,3.68,0.67,49,2011
49,"Ralph Sampson III, F-C",MINN,31,29.0,63,78,2.03,2.80,0.81,50,2011
50,"Isiah Brown, F",ETSU,33,30.1,67,99,2.03,2.70,0.68,51,2011
51,"Mike Muscala, C",BUCK,33,27.6,67,87,2.03,2.94,0.77,52,2011
52,"Tyler Honeycutt, F",UCLA,31,34.9,61,51,1.97,2.26,1.20,53,2011
53,"Julian Vaughn, F",GTWN,30,24.0,59,88,1.97,3.28,0.67,54,2011
54,"Deividas Busma, C",IDST,29,30.3,56,84,1.93,2.55,0.67,55,2011
55,"Gorgui Dieng, C",LOU,28,15.7,54,60,1.93,4.92,0.90,56,2011
56,"Terrence Jones, F",UK,33,31.5,63,79,1.91,2.43,0.80,57,2011
57,"Keith Clanton, F",UCF,30,30.6,57,78,1.90,2.48,0.73,58,2011
58,"Kervin Bristol, F",FOR,28,23.1,53,100,1.89,3.28,0.53,59,2011
59,"Robert Sacre, C",GONZ,33,25.7,62,89,1.88,2.93,0.70,60,2011
60,"Laurence Bowers, F",MIZ,33,24.6,62,97,1.88,3.05,0.64,61,2011
61,"Marcus Kitts, F",W&M;,32,24.2,60,99,1.88,3.10,0.61,62,2011
62,"Sam McLaurin, F",CCAR,32,26.0,60,79,1.88,2.88,0.76,63,2011
63,"Evan Fjeld, F",UVM,31,29.9,58,71,1.87,2.51,0.82,64,2011
64,"Greg Somogyi, C",UCSB,31,14.0,58,69,1.87,5.33,0.84,65,2011
65,"Patrick Hazel, F",BU,34,23.9,63,88,1.85,3.10,0.72,66,2011
66,"Terrence Jennings, F",LOU,33,23.3,61,89,1.85,3.17,0.69,67,2011
67,"Keith Wright, F",HARV,29,32.3,53,73,1.83,2.26,0.73,68,2011
68,"Lavoy Allen, F",TEM,31,33.2,56,71,1.81,2.17,0.79,69,2011
69,"Kareem Maddox, F",PRIN,31,31.0,56,67,1.81,2.33,0.84,70,2011
70,"LaDaris Green, F",KENN,30,28.5,54,94,1.80,2.53,0.57,71,2011
71,"Peter Roberson, C",GRAM,33,20.7,59,91,1.79,3.46,0.65,72,2011
72,"Carleton Scott, F",ND,28,31.0,50,67,1.79,2.31,0.75,73,2011
73,"David Ndoumba, F-C",SELA,29,28.8,51,61,1.76,2.45,0.84,74,2011
74,"Juan Pattillo, F",WKU,32,29.8,56,94,1.75,2.35,0.60,75,2011
75,"Chris Duncan, F",ALST,27,21.1,47,68,1.74,3.30,0.69,76,2011
76,"Michael Green, F",TNST,30,23.3,52,65,1.73,2.98,0.80,77,2011
77,"Trey Thompkins, F",UGA,29,31.0,50,65,1.72,2.23,0.77,78,2011
78,"Javon McCrea, F",BUFF,31,21.3,53,74,1.71,3.21,0.72,79,2011
79,"Noah Hartsock, F",BYU,34,29.6,58,76,1.71,2.30,0.76,80,2011
80,"Demarquelle Tabb, G",AAMU,26,22.6,44,64,1.69,3.00,0.69,81,2011
81,"Dario Hunt, F",NEV,32,29.7,54,101,1.69,2.27,0.53,82,2011
82,"Shane Walker, F",L-MD,28,29.4,47,101,1.68,2.28,0.47,83,2011
83,"Jon Ekey, F",ILST,31,21.5,52,56,1.68,3.12,0.93,84,2011
84,"Carson Desrosiers, F",WAKE,31,19.1,52,59,1.68,3.51,0.88,85,2011
85,"Alex Oriakhi, F",CONN,35,29.6,58,85,1.66,2.24,0.68,86,2011
86,"Jamie Vanderbeken, F",ISU,29,28.7,48,85,1.66,2.31,0.56,87,2011
87,"John Williams, F",UNCA,26,26.8,43,44,1.65,2.46,0.98,88,2011
88,"Mason Plumlee, F",DUKE,34,25.8,56,93,1.65,2.55,0.60,89,2011
89,"Tarik Black, F",MEM,34,22.9,56,109,1.65,2.88,0.51,90,2011
90,"Glenn Bryant, F",ARK,31,12.9,51,54,1.65,5.11,0.94,91,2011
91,"Eric Obeysekere, F",HC,28,20.5,46,65,1.64,3.21,0.71,92,2011
92,"Mike Tisdale, C",ILL,32,25.8,52,112,1.63,2.52,0.46,93,2011
93,"Bernard Toombs, C",TROY,29,28.4,47,84,1.62,2.28,0.56,94,2011
94,"DeAngelo Casto, F",WSU,29,28.4,47,92,1.62,2.28,0.51,95,2011
95,"Ken Horton, F",CCSU,31,35.4,50,74,1.61,1.82,0.68,96,2011
96,"Patrick Mitchell, F",UND,33,26.6,53,116,1.61,2.42,0.46,97,2011
97,"Chris Singleton, F",FSU,25,30.2,40,80,1.60,2.12,0.50,98,2011
98,"Denzel Bowles, F",JMU,32,32.4,51,86,1.59,1.97,0.59,99,2011
99,"Eli Holman, F-C",DET,32,28.6,51,98,1.59,2.23,0.52,100,2011
0,"Anthony Davis, F",UK,34,31.6,157,66,4.62,5.85,2.38,1,2012
