,PLAYER,TEAM,GP,MPG,STL,STPG,STP40M,TO,TOPG,PF,ST/TO,ST/PF,RK,Year
61,"Gabe McMillen, G",STET,31,29.9,60,1.94,2.59,81,2.61,71,0.74,0.85,62,2007
62,"Brandon Heath, G",SDSU,31,36.9,60,1.94,2.10,96,3.10,51,0.63,1.18,63,2007
63,"Lorrenzo Wade, F",SDSU,31,31.5,60,1.94,2.46,71,2.29,59,0.85,1.02,64,2007
64,"Vernon Hamilton, G",CLEM,31,31.0,59,1.90,2.46,76,2.45,45,0.78,1.31,65,2007
65,"Corey Brewer, F",FLA,31,27.8,59,1.90,2.74,78,2.52,57,0.76,1.04,66,2007
66,"Paul Delaney III, G",UAB,31,37.1,59,1.90,2.05,110,3.55,81,0.54,0.73,67,2007
67,"Corey Brown, G",UMES,31,30.9,59,1.90,2.46,96,3.10,57,0.61,1.04,68,2007
68,"John Ford, G",MCNS,31,35.2,59,1.90,2.16,85,2.74,70,0.69,0.84,69,2007
69,"Kevin Hammack, G",CIT,30,33.9,57,1.90,2.24,93,3.10,79,0.61,0.72,70,2007
70,"Reggie McIntyre, F",RAD,30,30.8,57,1.90,2.47,94,3.13,90,0.61,0.63,71,2007
71,"Geoff McDermott, G-F",PROV,30,35.3,57,1.90,2.16,107,3.57,93,0.53,0.61,72,2007
72,"Dominic James, G",MARQ,33,33.2,62,1.88,2.27,86,2.61,72,0.72,0.86,73,2007
73,"Kevin Durant, G-F",TEX,33,35.7,62,1.88,2.11,92,2.79,66,0.67,0.94,74,2007
74,"Dashaun Wood, G",WRST,32,36.2,60,1.88,2.07,80,2.50,57,0.75,1.05,75,2007
75,"Colby Bargeman, F",NWST,32,27.1,60,1.88,2.77,36,1.13,76,1.67,0.79,76,2007
76,"Larry Blair, G",LIB,31,33.0,58,1.87,2.27,84,2.71,69,0.69,0.84,77,2007
77,"Rashad West, G",HAMP,31,31.0,58,1.87,2.42,107,3.45,76,0.54,0.76,78,2007
78,"Jerome Dyson, G",CONN,31,30.4,58,1.87,2.46,66,2.13,80,0.88,0.73,79,2007
79,"Richard Chaney, G",TROY,30,33.2,56,1.87,2.25,58,1.93,73,0.97,0.77,80,2007
80,"Chris Oliver, F",RAD,30,36.6,56,1.87,2.04,94,3.13,55,0.60,1.02,81,2007
81,"Gerald Brown, G",L-MD,29,35.1,54,1.86,2.12,119,4.10,100,0.45,0.54,82,2007
82,"Temi Soyebo, G",UNCW,29,30.7,54,1.86,2.42,98,3.38,92,0.55,0.59,83,2007
83,"Paul Stoll, G",TRGV,29,28.8,54,1.86,2.59,95,3.28,89,0.57,0.61,84,2007
84,"Eric Flato, G",YALE,27,34.2,50,1.85,2.17,62,2.30,30,0.81,1.67,85,2007
85,"Mike Trimboli, G",UVM,32,35.3,59,1.84,2.09,108,3.38,61,0.55,0.97,86,2007
86,"Tory Jackson, G",ND,31,27.6,57,1.84,2.66,73,2.35,77,0.78,0.74,87,2007
87,"Daniel Ruffin, G",BRAD,30,33.3,55,1.83,2.20,69,2.30,67,0.80,0.82,88,2007
88,"Donnell Covington, G",CHSO,30,34.3,55,1.83,2.14,92,3.07,71,0.60,0.77,89,2007
89,"Brian Greene, G",FAMU,30,29.6,55,1.83,2.47,83,2.77,88,0.66,0.63,90,2007
90,"Deonta Vaughn, G",CIN,30,33.0,55,1.83,2.22,73,2.43,81,0.75,0.68,91,2007
91,"Jamual Warren, G",CIN,30,29.2,55,1.83,2.51,72,2.40,61,0.76,0.90,92,2007
92,"Marcus Schroeder, G",PRIN,28,38.8,51,1.82,1.88,54,1.93,62,0.94,0.82,93,2007
93,"Russell Robinson, G",KU,33,28.2,60,1.82,2.58,61,1.85,77,0.98,0.78,94,2007
94,"Charles Richardson Jr., G",NEB,31,36.3,56,1.81,1.99,71,2.29,69,0.79,0.81,95,2007
95,"Jonathan Amos, G",TOL,31,19.3,56,1.81,3.75,52,1.68,65,1.08,0.86,96,2007
96,"Jeremy Goode, G",MSM,31,34.2,56,1.81,2.11,95,3.06,63,0.59,0.89,97,2007
97,"Mark Zoller, F",PENN,30,31.2,54,1.80,2.31,81,2.70,103,0.67,0.52,98,2007
98,"Kejuan Johnson, G",LBSU,25,32.6,45,1.80,2.21,76,3.04,49,0.59,0.92,99,2007
99,"Chase Adams, G",CENT,29,28.0,52,1.79,2.56,52,1.79,86,1.00,0.60,100,2007
100,"Stephen Curry, G",DAV,33,30.7,59,1.79,2.33,91,2.76,82,0.65,0.72,101,2007
101,"Antonio Anderson, G",MEM,32,27.9,57,1.78,2.56,42,1.31,65,1.36,0.88,102,2007
102,"Eugene Lawrence, G",SJU,31,33.2,55,1.77,2.14,123,3.97,76,0.45,0.72,103,2007
103,"Gabriel Moore, G",INST,31,37.5,55,1.77,1.89,79,2.55,61,0.70,0.90,104,2007
104,"Andy Robinson, G",BUFF,31,27.6,55,1.77,2.57,71,2.29,84,0.77,0.65,105,2007
105,"Andre Morgan, G",KENN,31,22.8,55,1.77,3.12,58,1.87,80,0.95,0.69,106,2007
106,"Haron Hargrave, G",SAC,26,29.3,46,1.77,2.41,43,1.65,55,1.07,0.84,107,2007
107,"Levi Stukes, G",UGA,30,28.4,53,1.77,2.49,62,2.07,59,0.85,0.90,108,2007
108,"Demetric Bennett, G",USA,30,32.4,53,1.77,2.18,62,2.07,49,0.85,1.08,109,2007
109,"Sammy Sharp, F",TROY,30,29.6,53,1.77,2.39,41,1.37,80,1.29,0.66,110,2007
110,"Patrick Beverley, G",ARK,34,34.4,60,1.76,2.05,70,2.06,73,0.86,0.82,111,2007
111,"Fred Robinson, G",VMI,31,22.4,54,1.74,3.11,33,1.06,64,1.64,0.84,112,2007
112,"Ryan Bright, F",SHSU,31,29.3,54,1.74,2.38,85,2.74,87,0.64,0.62,113,2007
113,"Jon Killen, G",SMU,31,33.8,54,1.74,2.06,116,3.74,96,0.47,0.56,114,2007
114,"David Barlow, G",IUPU,30,36.7,52,1.73,1.89,78,2.60,56,0.67,0.93,115,2007
115,"Kaleo Kina, G",NAVY,30,25.7,52,1.73,2.70,103,3.43,78,0.50,0.67,116,2007
116,"Patrick Bouli, G",MAN,30,31.4,52,1.73,2.21,53,1.77,68,0.98,0.76,117,2007
117,"Dontaye Draper, G",COFC,33,35.9,57,1.73,1.92,111,3.36,73,0.51,0.78,118,2007
118,"DeMario Anderson, G",QUIN,29,29.2,50,1.72,2.36,66,2.28,83,0.76,0.60,119,2007
119,"Eugene Harvey, G",HALL,29,35.4,50,1.72,1.95,91,3.14,73,0.55,0.68,120,2007
0,"Devin Gibson, G",UTSA,28,33.5,93,3.32,3.97,112,4.00,86,0.83,1.08,1,2008
1,"Devan Downey, G",SC,32,37.4,103,3.22,3.44,87,2.72,65,1.18,1.58,2,2008
2,"Chris Gaynor, G",WIN,33,32.7,96,2.91,3.56,56,1.70,52,1.71,1.85,3,2008
3,"Lester Hudson, G",UTM,33,36.9,94,2.85,3.08,126,3.82,87,0.75,1.08,4,2008
4,"Tony Lee, G",RMU,33,29.0,93,2.82,3.88,139,4.21,74,0.67,1.26,5,2008
5,"Jeremy Byrd, G",UPST,27,25.4,76,2.81,4.44,85,3.15,75,0.89,1.01,6,2008
6,"Paul Gause, G",HALL,16,21.8,45,2.81,5.17,23,1.44,35,1.96,1.29,7,2008
7,"Toney Douglas, G",FSU,33,35.4,90,2.73,3.08,91,2.76,87,0.99,1.03,8,2008
8,"Brandon Johnson, G",ODU,32,27.4,87,2.72,3.97,91,2.84,72,0.96,1.21,9,2008
9,"Derek Wright, G",PEAY,34,32.6,89,2.62,3.22,73,2.15,67,1.22,1.33,10,2008
10,"Cedric Jackson, G",CLEV,33,31.0,86,2.61,3.36,131,3.97,94,0.66,0.91,11,2008
11,"Jonathan Amos, G",TOL,30,31.3,78,2.60,3.33,105,3.50,91,0.74,0.86,12,2008
12,"Paul Stoll, G",TRGV,31,33.1,79,2.55,3.08,109,3.52,82,0.72,0.96,13,2008
13,"Jeremy Chappell, G",RMU,31,32.1,78,2.52,3.13,59,1.90,77,1.32,1.01,14,2008
14,"Rob Quaintance, G",FGCU,31,35.3,78,2.52,2.85,126,4.06,71,0.62,1.10,15,2008
15,"Mario Chalmers, G",KU,33,29.5,80,2.42,3.29,65,1.97,83,1.23,0.96,16,2008
16,"Chase Adams, G",CENT,31,33.7,75,2.42,2.87,85,2.74,88,0.88,0.85,17,2008
17,"Chavis Holmes, G",VMI,29,30.9,70,2.41,3.12,62,2.14,74,1.13,0.95,18,2008
18,"Bo McCalebb, G",UNO,32,33.3,76,2.38,2.85,74,2.31,85,1.03,0.89,19,2008
19,"Jacques Jones, F",TXSO,3,31.3,7,2.33,2.98,11,3.67,6,0.64,1.17,20,2008
20,"Tasmin Mitchell, F",LSU,3,22.0,7,2.33,4.24,9,3.00,8,0.78,0.88,21,2008
21,"Kenny Hasbrouck, G",SIE,32,31.7,74,2.31,2.92,57,1.78,70,1.30,1.06,22,2008
22,"Drew Shubik, G",SHU,32,33.4,73,2.28,2.73,121,3.78,99,0.60,0.74,23,2008
23,"Jeff Xavier, G",PROV,31,31.6,70,2.26,2.85,62,2.00,75,1.13,0.93,24,2008
24,"Chris Kramer, G",PUR,31,29.1,70,2.26,3.10,50,1.61,75,1.40,0.93,25,2008
25,"Brandon Johnson, G",USD,33,34.8,74,2.24,2.58,106,3.21,70,0.70,1.06,26,2008
26,"Rico Tucker, G",PEPP,29,24.8,65,2.24,3.62,113,3.90,66,0.58,0.98,27,2008
27,"Tim Anderson, G",AFA,30,36.3,67,2.23,2.46,57,1.90,58,1.18,1.16,28,2008
28,"Brigham Waginger, G",WCU,31,28.5,69,2.23,3.12,58,1.87,60,1.19,1.15,29,2008
29,"Bruce Price, G",TNST,32,34.0,71,2.22,2.61,128,4.00,96,0.55,0.74,30,2008
30,"Jerel McNeal, G",MARQ,33,29.9,73,2.21,2.96,91,2.76,104,0.80,0.70,31,2008
31,"Mike Gordon, G",BING,30,35.9,66,2.20,2.45,62,2.07,85,1.06,0.78,32,2008
32,"Xander McNally, G",DEN,30,25.6,66,2.20,3.44,65,2.17,86,1.02,0.77,33,2008
33,"Reggie Williams, F",VMI,25,35.1,55,2.20,2.51,76,3.04,53,0.72,1.04,34,2008
34,"James Harden, G",ASU,31,33.8,68,2.19,2.60,80,2.58,64,0.85,1.06,35,2008
35,"Rene Rougeau, G",UNLV,32,27.2,70,2.19,3.22,36,1.13,91,1.94,0.77,36,2008
36,"Travis Holmes, G",VMI,29,27.5,63,2.17,3.16,79,2.72,65,0.80,0.97,37,2008
37,"Bryan Mullins, G",SIU,31,34.8,66,2.13,2.45,75,2.42,83,0.88,0.80,38,2008
38,"Joseph Harris, F",CCAR,8,30.3,17,2.13,2.81,20,2.50,19,0.85,0.89,39,2008
39,"Michael Turner, G-F",HART,34,33.4,72,2.12,2.54,91,2.68,112,0.79,0.64,40,2008
40,"Quantez Robertson, G",AUB,30,37.5,63,2.10,2.24,53,1.77,78,1.19,0.81,41,2008
41,"Gabriel Moore, G",INST,31,33.6,65,2.10,2.49,88,2.84,73,0.74,0.89,42,2008
42,"Jeremy Goode, G",MSM,31,33.2,65,2.10,2.53,106,3.42,48,0.61,1.35,43,2008
43,"David Holston, G",CHS,28,33.3,58,2.07,2.49,109,3.89,61,0.53,0.95,44,2008
44,"Jeff Allen, F",VT,30,28.0,62,2.07,2.95,82,2.73,96,0.76,0.65,45,2008
45,"Nic Wise, G",ARIZ,26,29.0,53,2.04,2.81,53,2.04,49,1.00,1.08,46,2008
46,"Derek Johnson, G",PV,28,33.7,57,2.04,2.42,108,3.86,69,0.53,0.83,47,2008
47,"Chaisson Allen, G",NE,31,34.5,63,2.03,2.36,81,2.61,67,0.78,0.94,48,2008
48,"Byron Eaton, G",OKST,32,29.4,65,2.03,2.76,71,2.22,113,0.92,0.58,49,2008
49,"Leemire Goldwire, G",CHAR,33,33.2,66,2.00,2.41,81,2.45,89,0.81,0.74,50,2008
50,"Jeremiah Dominguez, G",PRST,31,30.9,62,2.00,2.59,76,2.45,50,0.82,1.24,51,2008
51,"Kenny Dawkins, G",LAM,30,34.9,60,2.00,2.29,80,2.67,69,0.75,0.87,52,2008
52,"Tyrone Lewis, G",NIAG,29,34.9,58,2.00,2.29,65,2.24,85,0.89,0.68,53,2008
53,"Adam Lonon, G",VMI,29,22.0,58,2.00,3.64,70,2.41,57,0.83,1.02,54,2008
54,"Everage Richardson, G",CCAR,17,25.0,34,2.00,3.20,28,1.65,31,1.21,1.10,55,2008
55,"Russell Robinson, G",KU,34,27.6,67,1.97,2.85,66,1.94,60,1.02,1.12,56,2008
56,"David Burrell, G",TXSO,32,28.3,63,1.97,2.79,93,2.91,83,0.68,0.76,57,2008
57,"Terry Evans, F",GB,30,31.9,59,1.97,2.47,73,2.43,76,0.81,0.78,58,2008
58,"DeWayne Reed, G",AUB,30,32.3,59,1.97,2.43,95,3.17,63,0.62,0.94,59,2008
59,"Marqus Blakely, F",UVM,29,34.0,57,1.97,2.31,73,2.52,80,0.78,0.71,60,2008
60,"Cookie Miller, G",NEB,28,27.2,55,1.96,2.89,61,2.18,38,0.90,1.45,61,2008
61,"Cliff Hammonds, G",CLEM,33,34.2,64,1.94,2.27,60,1.82,54,1.07,1.19,62,2008
62,"Eugene Harvey, G",HALL,32,36.8,62,1.94,2.11,118,3.69,67,0.53,0.93,63,2008
63,"Michael Porrini, G",WCU,16,31.6,31,1.94,2.45,60,3.75,42,0.52,0.74,64,2008
64,"Nate Bowie, G",UCA,30,35.2,58,1.93,2.19,94,3.13,72,0.62,0.81,65,2008
65,"Tavaris Nance, G-F",SELA,30,29.0,58,1.93,2.67,76,2.53,83,0.76,0.70,66,2008
66,"Chris Harris, G",NAVY,30,32.3,58,1.93,2.39,88,2.93,88,0.66,0.66,67,2008
67,"Jeremy Lin, G",HARV,30,31.3,58,1.93,2.47,84,2.80,96,0.69,0.60,68,2008
68,"Chris Singletary, G",KENT,30,23.1,58,1.93,3.35,60,2.00,93,0.97,0.62,69,2008
69,"Al'Lonzo Coleman, C",PRE,30,28.4,58,1.93,2.73,70,2.33,94,0.83,0.62,70,2008
70,"Shawn Morgan, F",ARST,29,28.6,56,1.93,2.70,64,2.21,86,0.88,0.65,71,2008
71,"K.C. Rivers, G-F",CLEM,33,30.5,63,1.91,2.50,36,1.09,59,1.75,1.07,72,2008
72,"Marcus Dove, G-F",OKST,32,33.8,61,1.91,2.26,57,1.78,101,1.07,0.60,73,2008
73,"Mark Porter, G",WAG,31,37.4,59,1.90,2.03,126,4.06,55,0.47,1.07,74,2008
74,"Stefhon Hannah, G",MIZ,20,28.1,38,1.90,2.70,58,2.90,56,0.66,0.68,75,2008
75,"Darren Collison, G",UCLA,28,35.2,53,1.89,2.15,55,1.96,29,0.96,1.83,76,2008
76,"Amir Johnson, G",RAD,28,35.8,53,1.89,2.11,118,4.21,92,0.45,0.58,77,2008
77,"Matt Gibson, G",HAW,25,34.3,47,1.88,2.19,101,4.04,84,0.47,0.56,78,2008
78,"Tramayne Hawthorne, G",DREX,32,32.8,60,1.88,2.29,54,1.69,60,1.11,1.00,79,2008
79,"Stephen Curry, G",DAV,32,32.5,60,1.88,2.31,88,2.75,76,0.68,0.79,80,2008
80,"Al Nolen, G",MINN,32,22.4,60,1.88,3.34,58,1.81,43,1.03,1.40,81,2008
81,"Woody Payne, G",DET,24,26.8,45,1.88,2.80,68,2.83,48,0.66,0.94,82,2008
82,"Giordan Watson, G",CMU,31,33.2,58,1.87,2.26,84,2.71,74,0.69,0.78,83,2008
83,"Tory Jackson, G",ND,31,32.8,58,1.87,2.28,101,3.26,74,0.57,0.78,84,2008
84,"Roy Peake, G",WSSU,30,31.4,56,1.87,2.38,66,2.20,59,0.85,0.95,85,2008
85,"Brandon Thomas, G",TXST,29,23.5,54,1.86,3.17,51,1.76,96,1.06,0.56,86,2008
86,"Justin Williams, G-F",SAC,27,24.6,50,1.85,3.01,47,1.74,78,1.06,0.64,87,2008
87,"Colby Bargeman, F",NWST,33,27.7,61,1.85,2.67,36,1.09,66,1.69,0.92,88,2008
88,"Mark Payne, G",UCD,31,33.4,57,1.84,2.20,84,2.71,55,0.68,1.04,89,2008
89,"Jaret Von Rosenberg, G",HART,31,32.4,57,1.84,2.27,67,2.16,52,0.85,1.10,90,2008
90,"Sean Singletary, G",UVA,30,34.1,55,1.83,2.15,120,4.00,81,0.46,0.68,91,2008
91,"Craig Moore, G",NW,30,35.4,55,1.83,2.07,57,1.90,70,0.96,0.79,92,2008
92,"Mark Dorris, G",MRSH,30,31.5,55,1.83,2.33,76,2.53,72,0.72,0.76,93,2008
93,"Jason Ebie, G",TCU,30,21.5,55,1.83,3.41,52,1.73,49,1.06,1.12,94,2008
94,"Josh Miller, G",ARMY,30,29.3,55,1.83,2.50,72,2.40,70,0.76,0.79,95,2008
95,"Jeff Teague, G",WAKE,30,29.7,55,1.83,2.47,76,2.53,70,0.72,0.79,96,2008
96,"Michael Vogler, G",TROY,30,21.6,55,1.83,3.40,56,1.87,57,0.98,0.96,97,2008
97,"Bryan Smithson, G",UNCA,28,36.1,51,1.82,2.02,66,2.36,48,0.77,1.06,98,2008
98,"Dominic James, G",MARQ,33,30.1,60,1.82,2.42,72,2.18,73,0.83,0.82,99,2008
99,"Marcus Hall, G",COLO,32,37.6,58,1.81,1.93,71,2.22,61,0.82,0.95,100,2008
100,"Keith Cothran, G",URI,32,22.7,58,1.81,3.20,50,1.56,70,1.16,0.83,101,2008
101,"Kyle Hines, F",UNCG,31,32.3,56,1.81,2.24,103,3.32,86,0.54,0.65,102,2008
102,"Ben Smith, G",JAC,31,36.3,56,1.81,1.99,91,2.94,49,0.62,1.14,103,2008
103,"Patty Mills, G",SMC,31,31.8,56,1.81,2.27,89,2.87,47,0.63,1.19,104,2008
104,"Geoff Payne, F",SUU,30,35.7,54,1.80,2.02,91,3.03,80,0.59,0.68,105,2008
105,"Jon Ziri, G",LMU,30,18.8,54,1.80,3.84,69,2.30,65,0.78,0.83,106,2008
106,"Mike Rose, F",EKY,30,36.2,54,1.80,1.99,70,2.33,37,0.77,1.46,107,2008
107,"Kaleo Kina, G",NAVY,30,30.8,54,1.80,2.34,112,3.73,83,0.48,0.65,108,2008
108,"DeAndre Bray, G",JVST,29,28.0,52,1.79,2.56,62,2.14,77,0.84,0.68,109,2008
109,"Sundiata Gaines, G",UGA,33,33.5,59,1.79,2.13,84,2.55,79,0.70,0.75,110,2008
110,"John Cantrell, G",CHS,28,30.8,50,1.79,2.32,70,2.50,55,0.71,0.91,111,2008
111,"Marcus Williams, G",SFNY,28,30.5,50,1.79,2.34,72,2.57,75,0.69,0.67,112,2008
112,"Daniel Ruffin, G",BRAD,23,33.4,41,1.78,2.13,79,3.43,38,0.52,1.08,113,2008
113,"Troy Jackson, G",ALCN,23,34.3,41,1.78,2.08,68,2.96,48,0.60,0.85,114,2008
114,"Jerome Dyson, G",CONN,23,27.0,41,1.78,2.65,61,2.65,67,0.67,0.61,115,2008
115,"George Hill, G",IUPU,32,36.8,57,1.78,1.93,94,2.94,89,0.61,0.64,116,2008
116,"Trevon Hughes, G",WIS,32,30.8,57,1.78,2.31,69,2.16,72,0.83,0.79,117,2008
117,"Michael Deloach, G",NORF,31,25.3,55,1.77,2.81,76,2.45,88,0.72,0.63,118,2008
118,"J.D. Pollock, G",KENN,30,19.9,53,1.77,3.55,56,1.87,60,0.95,0.88,119,2008
119,"Andy Robinson, G",BUFF,30,26.1,53,1.77,2.71,54,1.80,75,0.98,0.71,120,2008
0,"Chavis Holmes, G",VMI,31,33.2,105,3.39,4.08,70,2.26,81,1.50,1.30,1,2009
1,"Travis Holmes, G",VMI,27,31.5,87,3.22,4.09,81,3.00,73,1.07,1.19,2,2009
2,"Devin Gibson, G",UTSA,27,28.0,82,3.04,4.34,60,2.22,74,1.37,1.11,3,2009
3,"David Holston, G",CHS,32,34.9,97,3.03,3.47,131,4.09,68,0.74,1.43,4,2009
4,"Cedric Jackson, G",CLEV,35,33.1,104,2.97,3.60,126,3.60,98,0.83,1.06,5,2009
5,"Devan Downey, G",SC,30,32.9,89,2.97,3.60,102,3.40,62,0.87,1.44,6,2009
6,"Tywain McKee, G",COPP,32,36.8,91,2.84,3.09,97,3.03,72,0.94,1.26,7,2009
7,"Chase Adams, G",CENT,31,34.5,83,2.68,3.10,63,2.03,99,1.32,0.84,8,2009
8,"Paul Gause, G",HALL,32,30.1,85,2.66,3.53,40,1.25,102,2.13,0.83,9,2009
9,"Tyrone Lewis, G",NIAG,34,34.7,90,2.65,3.05,67,1.97,80,1.34,1.13,10,2009
10,"Brigham Waginger, G",WCU,31,31.8,81,2.61,3.28,70,2.26,64,1.16,1.27,11,2009
11,"Kevin Palmer, G-F",AMCC,33,29.9,86,2.61,3.49,111,3.36,63,0.77,1.37,12,2009
12,"Stephen Curry, G",DAV,32,33.5,82,2.56,3.06,113,3.53,74,0.73,1.11,13,2009
13,"Troy Jackson, G",ALCN,30,37.1,75,2.50,2.69,71,2.37,60,1.06,1.25,14,2009
14,"Terrence Williams, F",LOU,33,34.0,82,2.48,2.93,78,2.36,57,1.05,1.44,15,2009
15,"Jeremy Chappell, G",RMU,34,32.6,84,2.47,3.03,99,2.91,81,0.85,1.04,16,2009
16,"Willie Bell, F",VMI,32,29.3,78,2.44,3.33,63,1.97,99,1.24,0.79,17,2009
17,"Aleek Pauline, G",NORF,32,32.3,78,2.44,3.02,99,3.09,86,0.79,0.91,18,2009
18,"Jeremy Lin, G",HARV,28,34.8,68,2.43,2.79,106,3.79,80,0.64,0.85,19,2009
19,"Kellan Carter, G",NICH,31,30.3,75,2.42,3.20,42,1.35,100,1.79,0.75,20,2009
20,"Bilal Benn, G-F",NIAG,34,34.4,81,2.38,2.77,97,2.85,89,0.84,0.91,21,2009
21,"Lester Hudson, G",UTM,31,35.9,73,2.35,2.62,100,3.23,82,0.73,0.89,22,2009
22,"Kevin Swecker, G",LONG,31,30.6,72,2.32,3.04,40,1.29,54,1.80,1.33,23,2009
23,"Aubrey Coleman, G",HOU,31,32.9,72,2.32,2.82,77,2.48,76,0.94,0.95,24,2009
24,"John Cantrell, G",CHS,32,35.0,72,2.25,2.57,62,1.94,63,1.16,1.14,25,2009
25,"James Florence, G",MER,32,34.1,72,2.25,2.64,123,3.84,81,0.59,0.89,26,2009
26,"Delrico Lane, G",UTM,31,28.1,69,2.23,3.17,78,2.52,74,0.88,0.93,27,2009
27,"Dominic James, G",MARQ,28,31.9,62,2.21,2.78,53,1.89,53,1.17,1.17,28,2009
28,"Woody Payne, G",DET,30,30.6,66,2.20,2.87,74,2.47,64,0.89,1.03,29,2009
29,"Byron Eaton, G",OKST,33,31.4,72,2.18,2.78,114,3.45,116,0.63,0.62,30,2009
30,"Terry Evans, F",GB,30,32.1,65,2.17,2.70,83,2.77,67,0.78,0.97,31,2009
31,"Andy Wicke, G",BEL,31,32.6,67,2.16,2.65,72,2.32,71,0.93,0.94,32,2009
32,"Ben Smith, G",JAC,31,36.3,67,2.16,2.38,73,2.35,53,0.92,1.26,33,2009
33,"Chris Kramer, G",PUR,32,27.0,69,2.16,3.19,42,1.31,70,1.64,0.99,34,2009
34,"Chad Tomko, G",UNCW,32,31.9,69,2.16,2.70,87,2.72,78,0.79,0.88,35,2009
35,"Kevin Tiggs, F",ETSU,33,33.6,71,2.15,2.56,102,3.09,73,0.70,0.97,36,2009
36,"Damian Saunders, F",DUQ,33,34.2,71,2.15,2.51,68,2.06,101,1.04,0.70,37,2009
37,"Jovonni Shuler, G-F",SAV,29,26.9,62,2.14,3.18,63,2.17,52,0.98,1.19,38,2009
38,"Alex Renfroe, G",BEL,31,30.2,66,2.13,2.82,115,3.71,73,0.57,0.90,39,2009
39,"Paul Delaney III, G",UAB,32,35.0,68,2.13,2.43,70,2.19,64,0.97,1.06,40,2009
40,"Richie Williams, G",SDSU,32,30.3,68,2.13,2.80,74,2.31,91,0.92,0.75,41,2009
41,"Trant Simpson, G",AAMU,26,33.3,55,2.12,2.54,96,3.69,43,0.57,1.28,42,2009
42,"Jerel McNeal, G",MARQ,33,34.8,69,2.09,2.40,94,2.85,84,0.73,0.82,43,2009
43,"Iman Shumpert, G",GT,31,31.6,64,2.06,2.61,116,3.74,90,0.55,0.71,44,2009
44,"Justin Cerasoli, G",L-IL,32,28.2,66,2.06,2.93,94,2.94,87,0.70,0.76,45,2009
45,"Josh Dotzler, G",CREI,33,21.4,68,2.06,3.86,34,1.03,83,2.00,0.82,46,2009
46,"Tyreke Evans, G",MEM,34,28.7,70,2.06,2.87,119,3.50,83,0.59,0.84,47,2009
47,"Shemik Thompson, G",CCSU,28,34.6,57,2.04,2.36,106,3.79,58,0.54,0.98,48,2009
48,"Wesley Jenkins, G",SPU,28,34.0,57,2.04,2.39,63,2.25,57,0.90,1.00,49,2009
49,"Nate Miller, F",BGSU,29,30.0,59,2.03,2.71,65,2.24,55,0.91,1.07,50,2009
50,"Tony Gaffney, C",UMASS,30,33.9,61,2.03,2.40,48,1.60,61,1.27,1.00,51,2009
51,"Gerald Robinson, G",TNST,30,33.0,61,2.03,2.46,108,3.60,70,0.56,0.87,52,2009
52,"Michael Deloach, G",NORF,32,36.1,65,2.03,2.25,116,3.63,94,0.56,0.69,53,2009
53,"Kenny Hasbrouck, G",SIE,33,30.4,66,2.00,2.63,71,2.15,60,0.93,1.10,54,2009
54,"Nick Calathes, G",FLA,33,33.2,66,2.00,2.41,110,3.33,66,0.60,1.00,55,2009
55,"Will Bynum, G",MTST,32,28.1,64,2.00,2.84,67,2.09,69,0.96,0.93,56,2009
56,"Michael Vogler, G",TROY,29,31.5,58,2.00,2.54,78,2.69,72,0.74,0.81,57,2009
57,"Joe Ballard, G",FAMU,31,30.1,61,1.97,2.61,80,2.58,60,0.76,1.02,58,2009
58,"Mike Trimboli, G",UVM,30,35.3,59,1.97,2.23,83,2.77,75,0.71,0.79,59,2009
59,"Jonathan Amos, G",TOL,30,28.7,59,1.97,2.74,134,4.47,85,0.44,0.69,60,2009
60,"Ty Lawson, G",UNC,30,29.4,59,1.97,2.67,59,1.97,51,1.00,1.16,61,2009
61,"Aaron Linn, G",WEBB,30,31.2,59,1.97,2.52,76,2.53,97,0.78,0.61,62,2009
62,"Damian Johnson, F",MINN,29,26.8,57,1.97,2.93,41,1.41,84,1.39,0.68,63,2009
63,"Kenneth Faried, F-C",MORE,34,29.8,66,1.94,2.60,73,2.15,99,0.90,0.67,64,2009
64,"Jeff Teague, G",WAKE,30,31.8,58,1.93,2.43,97,3.23,65,0.60,0.89,65,2009
65,"Jeremy Goode, G",MSM,32,34.6,61,1.91,2.21,75,2.34,52,0.81,1.17,66,2009
66,"Al Nolen, G",MINN,32,26.6,61,1.91,2.87,56,1.75,78,1.09,0.78,67,2009
67,"Justin Payne, G",NICH,31,31.1,59,1.90,2.45,62,2.00,99,0.95,0.60,68,2009
68,"Marqus Blakely, F",UVM,31,32.5,59,1.90,2.34,98,3.16,96,0.60,0.61,69,2009
69,"Cory Higgins, G",COLO,31,37.0,59,1.90,2.06,87,2.81,77,0.68,0.77,70,2009
70,"Kris Richard, G",TULN,31,28.6,59,1.90,2.66,76,2.45,83,0.78,0.71,71,2009
71,"Tavaris Washington, G",ARPB,31,24.7,59,1.90,3.08,104,3.35,97,0.57,0.61,72,2009
72,"Brian Fisher, G",WSSU,28,30.9,53,1.89,2.45,72,2.57,70,0.74,0.76,73,2009
73,"Theron Wilson, F",BRAD,32,30.4,60,1.88,2.47,84,2.63,84,0.71,0.71,74,2009
74,"Rodney Green, G",LAS,31,35.3,58,1.87,2.12,100,3.23,79,0.58,0.73,75,2009
75,"Omar Johnson, G",UTSA,31,33.5,58,1.87,2.24,92,2.97,69,0.63,0.84,76,2009
