,RK,PLAYER,TEAM,GP,PPG,3PM,3PA,total_3PM,total_3PA,3P%,2PM,2PA,2P%,PPS,FG%
2449,10,"Paul Garnica, G",UNCO,27,9.3,1.8,4,48,99,0.485,40,102.0,0.392,1.25,0.557
2450,11,"Nick Barbour, G",HP,31,20.4,3.5,7,108,223,0.484,77,192.0,0.401,1.53,0.576
2451,12,"Drew Hanlen, G",BEL,34,10.9,2.7,6,91,189,0.481,23,56.0,0.411,1.51,0.651
2452,13,"Mardracus Wade, G",ARK,32,10.8,2.2,5,70,147,0.476,34,80.0,0.425,1.52,0.612
2453,14,"Drew Parker, G",UNCG,32,4.8,1.3,3,40,84,0.476,10,42.0,0.238,1.23,0.556
2454,15,"Gary Bell Jr., G",GONZ,31,10.0,1.5,3,46,97,0.474,59,115.0,0.513,1.46,0.604
2455,16,"Brandon Provost, G",TRGV,30,13.4,2.4,5,73,154,0.474,44,107.0,0.411,1.54,0.588
2456,17,"Langston Galloway, G",JOES,33,15.8,2.7,6,90,190,0.474,90,175.0,0.514,1.43,0.616
2457,18,"Kim English, G",MIZ,34,14.9,2.3,5,78,165,0.473,92,156.0,0.59,1.57,0.651
2458,19,"Isaiah Canaan, G",MURR,31,19.2,3.1,6,95,201,0.473,84,169.0,0.497,1.61,0.612
2459,20,"Reggie Chamberlain, G",UMKC,31,17.3,3.1,7,97,206,0.471,77,178.0,0.433,1.39,0.579
2460,21,"Jahenns Manigat, G",CREI,33,6.6,1.7,4,55,117,0.47,14,29.0,0.483,1.49,0.661
2461,22,"Jonathon Thompson, G",RID,30,8.1,1.0,2,31,66,0.47,50,111.0,0.45,1.37,0.545
2462,23,"Brayden Carlson, G",SDST,34,7.2,1.4,3,46,98,0.469,32,62.0,0.516,1.53,0.631
2463,24,"Chip Rank, F",UNI,32,6.2,1.1,2,36,77,0.468,29,50.0,0.58,1.56,0.654
2464,25,"Sean Armand, G",IONA,32,9.5,2.4,5,77,165,0.467,26,52.0,0.5,1.41,0.652
2465,26,"Kam Cerroni, G",GB,30,7.9,2.0,4,60,129,0.465,10,28.0,0.357,1.52,0.637
2466,27,"Dylan Royer, G",CP,33,7.5,2.2,5,72,155,0.465,9,29.0,0.31,1.35,0.636
2467,28,"Chace Stanback, G-F",UNLV,33,12.7,2.4,5,78,168,0.464,67,145.0,0.462,1.34,0.588
2468,29,"Seth Hinrichs, F",LAF,31,8.5,1.3,3,39,84,0.464,50,90.0,0.556,1.52,0.624
2469,30,"Chad White, G",SDST,34,9.1,1.3,3,45,97,0.464,57,108.0,0.528,1.51,0.607
2470,31,"Garrett Sim, G",ORE,31,12.2,2.1,5,66,143,0.462,62,118.0,0.525,1.44,0.617
2471,32,"Tate Unruh, G",UNCO,27,11.3,2.2,5,60,130,0.462,44,86.0,0.512,1.42,0.62
2472,33,"Brett Olson, G",DEN,31,7.6,1.7,4,54,117,0.462,27,49.0,0.551,1.43,0.651
2473,34,"Ceola Clark III, G",WIU,31,13.4,2.7,6,83,180,0.461,50,114.0,0.439,1.41,0.594
2474,35,"Trey Finn, G",ARST,30,11.6,2.0,4,61,133,0.459,46,105.0,0.438,1.46,0.578
2475,36,"Joe Eberhard, G-F",SAC,28,11.1,1.6,3,44,96,0.458,68,127.0,0.535,1.4,0.601
2476,37,"Corbin Moore, C",PEPP,29,10.4,0.9,2,27,59,0.458,84,180.0,0.467,1.26,0.521
2477,38,"Brian Stafford, G",DEN,31,14.5,2.4,5,75,164,0.457,71,129.0,0.55,1.53,0.626
2478,39,"Doron Lamb, G",UK,34,13.2,1.9,4,64,140,0.457,79,171.0,0.462,1.45,0.563
2479,40,"Cameron Ayers, G",BUCK,33,10.8,1.6,4,53,116,0.457,69,161.0,0.429,1.29,0.536
2480,41,"Kris Davis, G",SIUE,27,11.6,2.1,4,58,97,0.598,47,127.0,0.37,1.4,0.598
2481,42,"Matt Roth, G",IND,31,4.6,1.3,2,41,74,0.554,2,5.0,0.4,1.8,0.804
2482,43,"Brendon Lavender, G",ARIZ,35,5.5,1.6,3,56,109,0.514,8,20.0,0.4,1.5,0.713
2483,44,"Joe Ragland, G",WICH,31,13.4,1.8,4,57,114,0.5,87,140.0,0.621,1.63,0.679
2484,45,"Doug McDermott, F",CREI,33,23.2,1.6,3,52,105,0.495,241,375.0,0.643,1.59,0.665
2485,46,"Jordan Hulls, G",IND,33,11.5,2.0,4,65,132,0.492,63,121.0,0.521,1.51,0.634
2486,47,"Tyler Murray, G",WAG,31,12.0,2.4,5,74,151,0.49,46,113.0,0.407,1.41,0.595
2487,48,"Aaron Anderson, G",UND,31,11.1,1.2,2,36,74,0.486,74,152.0,0.487,1.52,0.566
2488,49,"Jordan Dykstra, F",SDST,31,11.5,1.6,3,51,105,0.486,80,148.0,0.541,1.41,0.619
2489,50,"Paul Garnica, G",UNCO,27,9.3,1.8,4,48,99,0.485,40,102.0,0.392,1.25,0.557
2490,51,"Nick Barbour, G",HP,31,20.4,3.5,7,108,223,0.484,77,192.0,0.401,1.53,0.576
2491,52,"Drew Hanlen, G",BEL,34,10.9,2.7,6,91,189,0.481,23,56.0,0.411,1.51,0.651
2492,53,"Mardracus Wade, G",ARK,32,10.8,2.2,5,70,147,0.476,34,80.0,0.425,1.52,0.612
2493,54,"Drew Parker, G",UNCG,32,4.8,1.3,3,40,84,0.476,10,42.0,0.238,1.23,0.556
2494,55,"Gary Bell Jr., G",GONZ,31,10.0,1.5,3,46,97,0.474,59,115.0,0.513,1.46,0.604
2495,56,"Brandon Provost, G",TRGV,30,13.4,2.4,5,73,154,0.474,44,107.0,0.411,1.54,0.588
2496,57,"Langston Galloway, G",JOES,33,15.8,2.7,6,90,190,0.474,90,175.0,0.514,1.43,0.616
2497,58,"Kim English, G",MIZ,34,14.9,2.3,5,78,165,0.473,92,156.0,0.59,1.57,0.651
2498,59,"Isaiah Canaan, G",MURR,31,19.2,3.1,6,95,201,0.473,84,169.0,0.497,1.61,0.612
2499,60,"Reggie Chamberlain, G",UMKC,31,17.3,3.1,7,97,206,0.471,77,178.0,0.433,1.39,0.579
2500,61,"Jahenns Manigat, G",CREI,33,6.6,1.7,4,55,117,0.47,14,29.0,0.483,1.49,0.661
2501,62,"Jonathon Thompson, G",RID,30,8.1,1.0,2,31,66,0.47,50,111.0,0.45,1.37,0.545
2502,63,"Brayden Carlson, G",SDST,34,7.2,1.4,3,46,98,0.469,32,62.0,0.516,1.53,0.631
2503,64,"Chip Rank, F",UNI,32,6.2,1.1,2,36,77,0.468,29,50.0,0.58,1.56,0.654
2504,65,"Sean Armand, G",IONA,32,9.5,2.4,5,77,165,0.467,26,52.0,0.5,1.41,0.652
2505,66,"Kam Cerroni, G",GB,30,7.9,2.0,4,60,129,0.465,10,28.0,0.357,1.52,0.637
2506,67,"Dylan Royer, G",CP,33,7.5,2.2,5,72,155,0.465,9,29.0,0.31,1.35,0.636
2507,68,"Chace Stanback, G-F",UNLV,33,12.7,2.4,5,78,168,0.464,67,145.0,0.462,1.34,0.588
2508,69,"Seth Hinrichs, F",LAF,31,8.5,1.3,3,39,84,0.464,50,90.0,0.556,1.52,0.624
2509,70,"Chad White, G",SDST,34,9.1,1.3,3,45,97,0.464,57,108.0,0.528,1.51,0.607
2510,71,"Garrett Sim, G",ORE,31,12.2,2.1,5,66,143,0.462,62,118.0,0.525,1.44,0.617
2511,72,"Tate Unruh, G",UNCO,27,11.3,2.2,5,60,130,0.462,44,86.0,0.512,1.42,0.62
2512,73,"Brett Olson, G",DEN,31,7.6,1.7,4,54,117,0.462,27,49.0,0.551,1.43,0.651
2513,74,"Ceola Clark III, G",WIU,31,13.4,2.7,6,83,180,0.461,50,114.0,0.439,1.41,0.594
2514,75,"Trey Finn, G",ARST,30,11.6,2.0,4,61,133,0.459,46,105.0,0.438,1.46,0.578
2515,76,"Joe Eberhard, G-F",SAC,28,11.1,1.6,3,44,96,0.458,68,127.0,0.535,1.4,0.601
2516,77,"Corbin Moore, C",PEPP,29,10.4,0.9,2,27,59,0.458,84,180.0,0.467,1.26,0.521
2517,78,"Brian Stafford, G",DEN,31,14.5,2.4,5,75,164,0.457,71,129.0,0.55,1.53,0.626
2518,79,"Doron Lamb, G",UK,34,13.2,1.9,4,64,140,0.457,79,171.0,0.462,1.45,0.563
2519,80,"Cameron Ayers, G",BUCK,33,10.8,1.6,4,53,116,0.457,69,161.0,0.429,1.29,0.536
2520,81,"Kris Davis, G",SIUE,27,11.6,2.1,4,58,97,0.598,47,127.0,0.37,1.4,0.598
2521,82,"Matt Roth, G",IND,31,4.6,1.3,2,41,74,0.554,2,5.0,0.4,1.8,0.804
2522,83,"Brendon Lavender, G",ARIZ,35,5.5,1.6,3,56,109,0.514,8,20.0,0.4,1.5,0.713
2523,84,"Joe Ragland, G",WICH,31,13.4,1.8,4,57,114,0.5,87,140.0,0.621,1.63,0.679
2524,85,"Doug McDermott, F",CREI,33,23.2,1.6,3,52,105,0.495,241,375.0,0.643,1.59,0.665
2525,86,"Jordan Hulls, G",IND,33,11.5,2.0,4,65,132,0.492,63,121.0,0.521,1.51,0.634
2526,87,"Tyler Murray, G",WAG,31,12.0,2.4,5,74,151,0.49,46,113.0,0.407,1.41,0.595
2527,88,"Aaron Anderson, G",UND,31,11.1,1.2,2,36,74,0.486,74,152.0,0.487,1.52,0.566
2528,89,"Jordan Dykstra, F",SDST,31,11.5,1.6,3,51,105,0.486,80,148.0,0.541,1.41,0.619
2529,90,"Paul Garnica, G",UNCO,27,9.3,1.8,4,48,99,0.485,40,102.0,0.392,1.25,0.557
2530,91,"Nick Barbour, G",HP,31,20.4,3.5,7,108,223,0.484,77,192.0,0.401,1.53,0.576
2531,92,"Drew Hanlen, G",BEL,34,10.9,2.7,6,91,189,0.481,23,56.0,0.411,1.51,0.651
2532,93,"Mardracus Wade, G",ARK,32,10.8,2.2,5,70,147,0.476,34,80.0,0.425,1.52,0.612
2533,94,"Drew Parker, G",UNCG,32,4.8,1.3,3,40,84,0.476,10,42.0,0.238,1.23,0.556
2534,95,"Gary Bell Jr., G",GONZ,31,10.0,1.5,3,46,97,0.474,59,115.0,0.513,1.46,0.604
2535,96,"Brandon Provost, G",TRGV,30,13.4,2.4,5,73,154,0.474,44,107.0,0.411,1.54,0.588
2536,97,"Langston Galloway, G",JOES,33,15.8,2.7,6,90,190,0.474,90,175.0,0.514,1.43,0.616
2537,98,"Kim English, G",MIZ,34,14.9,2.3,5,78,165,0.473,92,156.0,0.59,1.57,0.651
2538,99,"Isaiah Canaan, G",MURR,31,19.2,3.1,6,95,201,0.473,84,169.0,0.497,1.61,0.612
2539,100,"Reggie Chamberlain, G",UMKC,31,17.3,3.1,7,97,206,0.471,77,178.0,0.433,1.39,0.579
2540,101,"Jahenns Manigat, G",CREI,33,6.6,1.7,4,55,117,0.47,14,29.0,0.483,1.49,0.661
2541,102,"Jonathon Thompson, G",RID,30,8.1,1.0,2,31,66,0.47,50,111.0,0.45,1.37,0.545
2542,103,"Brayden Carlson, G",SDST,34,7.2,1.4,3,46,98,0.469,32,62.0,0.516,1.53,0.631
2543,104,"Chip Rank, F",UNI,32,6.2,1.1,2,36,77,0.468,29,50.0,0.58,1.56,0.654
2544,105,"Sean Armand, G",IONA,32,9.5,2.4,5,77,165,0.467,26,52.0,0.5,1.41,0.652
2545,106,"Kam Cerroni, G",GB,30,7.9,2.0,4,60,129,0.465,10,28.0,0.357,1.52,0.637
2546,107,"Dylan Royer, G",CP,33,7.5,2.2,5,72,155,0.465,9,29.0,0.31,1.35,0.636
2547,108,"Chace Stanback, G-F",UNLV,33,12.7,2.4,5,78,168,0.464,67,145.0,0.462,1.34,0.588
2548,109,"Seth Hinrichs, F",LAF,31,8.5,1.3,3,39,84,0.464,50,90.0,0.556,1.52,0.624
2549,110,"Chad White, G",SDST,34,9.1,1.3,3,45,97,0.464,57,108.0,0.528,1.51,0.607
2550,111,"Garrett Sim, G",ORE,31,12.2,2.1,5,66,143,0.462,62,118.0,0.525,1.44,0.617
2551,112,"Tate Unruh, G",UNCO,27,11.3,2.2,5,60,130,0.462,44,86.0,0.512,1.42,0.62
2552,113,"Brett Olson, G",DEN,31,7.6,1.7,4,54,117,0.462,27,49.0,0.551,1.43,0.651
2553,114,"Ceola Clark III, G",WIU,31,13.4,2.7,6,83,180,0.461,50,114.0,0.439,1.41,0.594
2554,115,"Trey Finn, G",ARST,30,11.6,2.0,4,61,133,0.459,46,105.0,0.438,1.46,0.578
2555,116,"Joe Eberhard, G-F",SAC,28,11.1,1.6,3,44,96,0.458,68,127.0,0.535,1.4,0.601
2556,117,"Corbin Moore, C",PEPP,29,10.4,0.9,2,27,59,0.458,84,180.0,0.467,1.26,0.521
2557,118,"Brian Stafford, G",DEN,31,14.5,2.4,5,75,164,0.457,71,129.0,0.55,1.53,0.626
2558,119,"Doron Lamb, G",UK,34,13.2,1.9,4,64,140,0.457,79,171.0,0.462,1.45,0.563
2559,120,"Cameron Ayers, G",BUCK,33,10.8,1.6,4,53,116,0.457,69,161.0,0.429,1.29,0.536
2560,1,"Will Barrett, F",PRIN,27,9.3,1.8,3,48,93,0.516,34,76.0,0.447,1.49,0.627
2561,2,"Ben Cherry, G",TULN,32,4.5,1.0,2,33,65,0.508,17,40.0,0.425,1.38,0.633
2562,3,"John Schoof, G",AMER,30,9.6,2.3,5,70,138,0.507,21,64.0,0.328,1.43,0.624
2563,4,"Micah Mason, G",DRKE,30,5.4,1.3,3,40,79,0.506,15,35.0,0.429,1.42,0.658
2564,5,"Kasey Wilson, F",UCF,31,9.1,1.4,3,42,84,0.5,53,111.0,0.477,1.44,0.595
2565,6,"Doug McDermott, F",CREI,34,23.1,2.2,4,74,149,0.497,199,338.0,0.589,1.61,0.637
2566,7,"Christian Watford, F",IND,33,12.5,1.7,3,56,114,0.491,63,158.0,0.399,1.51,0.54
2567,8,"Michael Frazier II, G",FLA,32,6.0,1.6,3,50,103,0.485,10,27.0,0.37,1.48,0.654
2568,9,"Nik Cochran, G",DAV,33,9.8,1.5,3,49,101,0.485,33,70.0,0.471,1.9,0.623
2569,10,"Beau Levesque, F",SMC,33,10.7,1.4,3,45,95,0.474,74,137.0,0.54,1.52,0.61
2570,11,"Avry Holmes, G",SF,29,6.7,1.4,3,41,87,0.471,16,46.0,0.348,1.47,0.583
2571,12,"Gary Winston, G",PRST,28,7.9,1.4,3,39,83,0.47,43,111.0,0.387,1.13,0.523
2572,13,"Kevin Hartley, C",WEBB,33,9.5,2.1,5,70,149,0.47,36,72.0,0.5,1.42,0.638
2573,14,"Michael Weisner, F",MONT,31,6.1,1.3,3,39,84,0.464,22,39.0,0.564,1.53,0.654
2574,15,"Nikolas Skouen, G",PEPP,30,8.0,1.9,4,58,125,0.464,22,45.0,0.489,1.41,0.641
2575,16,"Jordan Hulls, G",IND,33,10.1,2.3,5,77,166,0.464,33,76.0,0.434,1.38,0.614
2576,17,"Ian Clark, G",BEL,32,18.1,3.1,7,99,214,0.463,110,172.0,0.64,1.5,0.67
2577,18,"Myles Mack, G",RUTG,31,13.6,2.0,4,61,132,0.462,82,166.0,0.494,1.42,0.582
2578,19,"Ryan Sypkens, G",UCD,29,14.1,3.7,8,106,230,0.461,35,81.0,0.432,1.31,0.624
2579,20,"Jason Brickman, G",LIU,33,9.6,1.6,3,53,115,0.461,43,94.0,0.457,1.51,0.586
2580,21,"Malcolm Miller, G",SOU,32,15.8,2.7,6,87,189,0.46,94,163.0,0.577,1.43,0.638
2581,22,"Sam Martin, G",YALE,31,4.6,1.1,2,34,74,0.459,10,30.0,0.333,1.37,0.587
2582,23,"Neil Watson, G",USM,33,9.9,1.7,4,55,120,0.458,48,97.0,0.495,1.51,0.601
2583,24,"Tyrus McGee, G",ISU,33,13.2,2.7,6,90,197,0.457,60,110.0,0.545,1.42,0.635
2584,25,"Erik Jay Murphy, F-C",FLA,32,12.6,2.1,5,68,149,0.456,81,133.0,0.609,1.43,0.649
2585,26,"Seth Hinrichs, F",LAF,34,14.5,2.3,5,78,171,0.456,81,174.0,0.466,1.43,0.574
2586,27,"Cory Arentsen, G",PEAY,31,3.9,1.0,2,31,68,0.456,8,19.0,0.421,1.38,0.626
2587,28,"Joe Jackson, G",MEM,34,13.6,1.1,2,36,79,0.456,121,219.0,0.553,1.56,0.587
2588,29,"Steve Frankoski, G",CLMB,27,8.9,2.2,5,60,132,0.455,27,68.0,0.397,1.2,0.585
2589,30,"Todd Fletcher, G",AFA,30,9.6,1.8,4,55,121,0.455,52,97.0,0.536,1.32,0.617
2590,31,"Deonte' Jones, G",TXST,31,5.2,1.3,3,39,86,0.453,19,37.0,0.514,1.32,0.63
2591,32,"Fabyon Harris, G",TAMU,32,12.0,1.7,4,53,117,0.453,79,170.0,0.465,1.33,0.552
2592,33,"Michael Harthun, G",PRST,26,11.3,1.5,3,38,84,0.452,66,127.0,0.52,1.39,0.583
2593,34,"John Gage, F",STAN,32,5.9,1.3,3,42,93,0.452,18,44.0,0.409,1.37,0.591
2594,35,"Brett Olson, G",DEN,30,11.3,2.5,5,74,164,0.451,42,78.0,0.538,1.4,0.632
2595,36,"JT Yoho, F",WRST,33,6.7,1.1,2,37,82,0.451,39,78.0,0.5,1.38,0.591
2596,37,"Jeff Elorriaga, G",BSU,28,10.3,2.9,7,82,182,0.451,14,34.0,0.412,1.33,0.634
2597,38,"Marc Sonnen, G",UNI,32,10.3,2.7,6,86,191,0.45,23,60.0,0.383,1.32,0.606
2598,39,"Nik Stauskas, G",MICH,33,11.5,2.2,5,71,158,0.449,50,102.0,0.49,1.45,0.602
2599,40,"Keifer Sykes, G",GB,33,15.9,0.9,2,31,69,0.449,138,316.0,0.437,1.36,0.479
2600,41,"Devareaux Manley, G",KENT,30,4.8,1.3,3,38,85,0.447,9,19.0,0.474,1.38,0.635
2601,42,"Patrick Lucas-Perry, G",PENN,30,5.0,1.3,3,38,85,0.447,11,33.0,0.333,1.26,0.576
2602,43,"De'End Parker, G",SF,29,11.7,1.0,2,29,65,0.446,84,208.0,0.404,1.24,0.467
2603,44,"Brad Redford, G",XAV,31,7.6,2.1,5,66,148,0.446,8,28.0,0.286,1.35,0.608
2604,45,"Sammy Yeager, F",CSF,25,15.8,2.6,6,66,148,0.446,80,162.0,0.494,1.27,0.577
2605,46,"Tyler Les, G",UCD,31,5.1,1.5,3,45,101,0.446,4,9.0,0.444,1.45,0.65
2606,47,"Matt Smith, F",TOL,28,9.8,1.3,3,36,81,0.444,54,95.0,0.568,1.56,0.614
2607,48,"Kyle Koszuta, G",ULM,27,3.7,0.9,2,24,54,0.444,8,29.0,0.276,1.22,0.53
2608,49,"Akeem Richmond, G",ECU,30,11.3,3.2,7,95,214,0.444,10,36.0,0.278,1.36,0.61
2609,50,"Connor Hill, G",IDHO,30,12.1,2.9,7,87,196,0.444,32,76.0,0.421,1.34,0.597
2610,51,"Sebastian Koch, G",ELON,32,9.6,2.1,5,67,151,0.444,31,75.0,0.413,1.35,0.582
2611,52,"Scott Wood, F",NCST,34,12.7,3.0,7,102,230,0.443,22,52.0,0.423,1.53,0.621
2612,53,"Brandon Provost, G",TRGV,31,15.0,2.6,6,81,183,0.443,54,124.0,0.435,1.51,0.572
2613,54,"Jordan Richardson, G",WEB,32,7.7,1.6,4,50,113,0.442,35,73.0,0.479,1.32,0.591
2614,55,"Jordan Gregory, G",MONT,29,8.3,1.4,3,41,93,0.441,31,60.0,0.517,1.58,0.605
2615,56,"Karvel Anderson, G",RMU,31,12.7,2.5,6,78,177,0.441,59,108.0,0.546,1.38,0.618
2616,57,"Raymond Cintron, G",MTSU,32,8.7,2.2,5,70,159,0.44,19,43.0,0.442,1.38,0.614
2617,58,"Trent Mackey, G",ULM,27,11.0,2.6,6,70,159,0.44,32,90.0,0.356,1.2,0.55
2618,59,"Austin Chatman, G",CREI,34,7.4,1.0,2,33,75,0.44,54,142.0,0.38,1.16,0.477
2619,60,"Scott Bamforth, G",WEB,32,13.2,2.5,6,80,182,0.44,52,100.0,0.52,1.5,0.61
2620,61,"Siyani Chambers, G",HARV,28,12.9,1.4,3,40,91,0.44,68,154.0,0.442,1.47,0.522
2621,62,"Dwayne Davis, G",USM,31,16.4,1.8,4,57,130,0.438,121,228.0,0.531,1.42,0.577
2622,63,"Trevor Releford, G",ALA,31,15.4,1.5,3,46,105,0.438,109,212.0,0.514,1.51,0.562
2623,64,"Eric Mosley, G",SBON,29,13.2,2.8,6,81,185,0.438,41,95.0,0.432,1.37,0.58
2624,65,"Reggie Bullock, G-F",UNC,33,14.2,2.5,6,84,192,0.438,83,149.0,0.557,1.37,0.613
2625,66,"Kris Brewer, G",KENT,33,9.3,1.1,2,35,80,0.438,59,122.0,0.484,1.52,0.552
2626,67,"Ben McLemore, G",KU,34,16.4,2.0,5,69,158,0.437,119,213.0,0.559,1.5,0.6
2627,68,"Ethan Wragge, F",CREI,34,7.7,2.2,5,74,170,0.435,5,11.0,0.455,1.44,0.641
2628,69,"Marcus Thornton, G",W&M;,30,18.8,3.1,7,93,214,0.435,88,197.0,0.447,1.37,0.554
2629,70,"Chad White, G",SDST,34,10.0,2.2,5,75,173,0.434,42,78.0,0.538,1.35,0.616
2630,71,"Davon Marshall, G",LIB,35,13.4,2.9,7,101,233,0.433,46,96.0,0.479,1.42,0.6
2631,72,"Jordan Downing, G-F",PRE,29,12.8,2.2,5,65,150,0.433,72,173.0,0.416,1.15,0.525
2632,73,"Devon Turk, G",L-IL,31,8.7,2.1,5,65,150,0.433,25,75.0,0.333,1.2,0.544
2633,74,"Parker Smith, G",UNF,32,16.3,3.6,8,116,268,0.433,44,107.0,0.411,1.39,0.581
2634,75,"Booker Hucks, F",LIU,27,5.9,1.2,3,32,74,0.432,24,36.0,0.667,1.44,0.655
2635,76,"Logan Aronhalt, G",MD,34,5.8,1.6,4,54,125,0.432,12,34.0,0.353,1.25,0.585
2636,77,"Joe Harris, G",UVA,32,16.9,2.3,5,73,169,0.432,108,214.0,0.505,1.41,0.568
2637,78,"Estan Tyler, G",UMKC,31,11.4,1.9,4,60,139,0.432,62,148.0,0.419,1.23,0.53
2638,79,"Ryan Broekhoff, F",VALP,32,15.9,2.6,6,82,190,0.432,74,152.0,0.487,1.49,0.576
2639,80,"C.J. Harris, G",WAKE,31,15.4,1.9,4,59,137,0.431,81,173.0,0.468,1.54,0.547
2640,81,"Seth Curry, G",DUKE,31,17.0,2.7,6,83,193,0.43,88,176.0,0.5,1.43,0.576
2641,82,"Joel Smith, G",NE,31,16.1,2.7,6,83,193,0.43,78,139.0,0.561,1.5,0.61
2642,83,"Holden Greiner, F",LEH,30,13.4,1.4,3,43,100,0.43,105,193.0,0.544,1.37,0.578
2643,84,"Lucky Jones, G",RMU,32,11.8,1.3,3,43,100,0.43,65,137.0,0.474,1.59,0.546
2644,85,"Jordan Dykstra, F",SDST,34,12.5,1.6,4,55,128,0.43,94,205.0,0.459,1.27,0.53
2645,86,"Darien Brothers, G",RICH,32,14.5,2.5,6,81,189,0.429,57,147.0,0.388,1.38,0.531
2646,87,"Marland Smith, G",SEMO,33,10.1,1.9,4,63,147,0.429,48,103.0,0.466,1.34,0.57
2647,88,"Jake O'Brien, F",TEM,32,9.3,1.7,4,54,126,0.429,55,98.0,0.561,1.33,0.607
2648,89,"Eric Atkins, G",ND,34,11.4,1.4,3,48,112,0.429,88,192.0,0.458,1.27,0.526
2649,90,"Chris Adams, G",SF,28,4.7,1.4,3,39,91,0.429,4,19.0,0.211,1.2,0.568
2650,91,"A.J. Jones, G",SEMO,33,8.6,0.9,2,30,70,0.429,75,159.0,0.472,1.24,0.524
2651,92,"Tate Unruh, G",UNCO,31,13.5,3.0,7,92,215,0.428,53,112.0,0.473,1.28,0.584
2652,93,"Brandon Bos, G",SDAK,29,11.0,1.5,4,44,103,0.427,58,121.0,0.479,1.42,0.554
2653,94,"Bryce Scott, G",LAF,34,7.9,1.3,3,44,103,0.427,46,98.0,0.469,1.34,0.557
2654,95,"Robert Crawford, G",UCA,29,14.8,2.9,7,85,199,0.427,51,116.0,0.44,1.36,0.567
2655,96,"Otto Porter Jr., F",GTWN,30,16.3,1.4,3,41,96,0.427,122,237.0,0.515,1.47,0.551
2656,97,"John Papale, G",BU,29,9.5,2.2,5,64,150,0.427,34,72.0,0.472,1.24,0.586
2657,98,"Matt Derenbecker, F",DAY,30,4.5,1.2,3,37,87,0.425,6,16.0,0.375,1.32,0.597
2658,99,"Dylan Royer, G",CP,31,10.1,2.6,6,82,193,0.425,21,65.0,0.323,1.22,0.558
2659,100,"Corey Wilford, G",SEMO,31,14.4,2.6,6,82,193,0.425,74,150.0,0.493,1.3,0.574
2660,1,"Will Barrett, F",PRIN,27,9.3,1.8,3,48,93,0.516,34,76.0,0.447,1.49,0.627
2661,2,"Ben Cherry, G",TULN,32,4.5,1.0,2,33,65,0.508,17,40.0,0.425,1.38,0.633
2662,3,"John Schoof, G",AMER,30,9.6,2.3,5,70,138,0.507,21,64.0,0.328,1.43,0.624
2663,4,"Micah Mason, G",DRKE,30,5.4,1.3,3,40,79,0.506,15,35.0,0.429,1.42,0.658
2664,5,"Kasey Wilson, F",UCF,31,9.1,1.4,3,42,84,0.5,53,111.0,0.477,1.44,0.595
2665,6,"Doug McDermott, F",CREI,34,23.1,2.2,4,74,149,0.497,199,338.0,0.589,1.61,0.637
2666,7,"Christian Watford, F",IND,33,12.5,1.7,3,56,114,0.491,63,158.0,0.399,1.51,0.54
2667,8,"Michael Frazier II, G",FLA,32,6.0,1.6,3,50,103,0.485,10,27.0,0.37,1.48,0.654
2668,9,"Nik Cochran, G",DAV,33,9.8,1.5,3,49,101,0.485,33,70.0,0.471,1.9,0.623
2669,10,"Beau Levesque, F",SMC,33,10.7,1.4,3,45,95,0.474,74,137.0,0.54,1.52,0.61
2670,11,"Avry Holmes, G",SF,29,6.7,1.4,3,41,87,0.471,16,46.0,0.348,1.47,0.583
2671,12,"Gary Winston, G",PRST,28,7.9,1.4,3,39,83,0.47,43,111.0,0.387,1.13,0.523
2672,13,"Kevin Hartley, C",WEBB,33,9.5,2.1,5,70,149,0.47,36,72.0,0.5,1.42,0.638
2673,14,"Michael Weisner, F",MONT,31,6.1,1.3,3,39,84,0.464,22,39.0,0.564,1.53,0.654
2674,15,"Nikolas Skouen, G",PEPP,30,8.0,1.9,4,58,125,0.464,22,45.0,0.489,1.41,0.641
2675,16,"Jordan Hulls, G",IND,33,10.1,2.3,5,77,166,0.464,33,76.0,0.434,1.38,0.614
2676,17,"Ian Clark, G",BEL,32,18.1,3.1,7,99,214,0.463,110,172.0,0.64,1.5,0.67
2677,18,"Myles Mack, G",RUTG,31,13.6,2.0,4,61,132,0.462,82,166.0,0.494,1.42,0.582
2678,19,"Ryan Sypkens, G",UCD,29,14.1,3.7,8,106,230,0.461,35,81.0,0.432,1.31,0.624
2679,20,"Jason Brickman, G",LIU,33,9.6,1.6,3,53,115,0.461,43,94.0,0.457,1.51,0.586
2680,21,"Malcolm Miller, G",SOU,32,15.8,2.7,6,87,189,0.46,94,163.0,0.577,1.43,0.638
2681,22,"Sam Martin, G",YALE,31,4.6,1.1,2,34,74,0.459,10,30.0,0.333,1.37,0.587
2682,23,"Neil Watson, G",USM,33,9.9,1.7,4,55,120,0.458,48,97.0,0.495,1.51,0.601
2683,24,"Tyrus McGee, G",ISU,33,13.2,2.7,6,90,197,0.457,60,110.0,0.545,1.42,0.635
2684,25,"Erik Jay Murphy, F-C",FLA,32,12.6,2.1,5,68,149,0.456,81,133.0,0.609,1.43,0.649
2685,26,"Seth Hinrichs, F",LAF,34,14.5,2.3,5,78,171,0.456,81,174.0,0.466,1.43,0.574
2686,27,"Cory Arentsen, G",PEAY,31,3.9,1.0,2,31,68,0.456,8,19.0,0.421,1.38,0.626
