,RK,PLAYER,TEAM,GP,PPG,FGM,FGA,total_FGM,total_FGA,FG%,2PM,2PA,2P%,PPS,adj_FG%
2397,59,"Jamal Olasewere, F",LIU,33,16.8,5.8,10.1,192,333,0.577,181,296,0.611,1.67,0.593
2398,60,"Rashad Hassan, F",SAV,32,12.8,5.2,9.0,166,288,0.576,159,273,0.582,1.42,0.589
2399,61,"Andrew Nicholson, F",SBON,31,18.4,6.8,11.9,212,368,0.576,193,320,0.603,1.55,0.602
2400,62,"Jerrell Wright, F",LAS,33,9.8,3.8,6.6,125,217,0.576,125,217,0.576,1.48,0.576
2401,63,"Josh Owens, F-C",STAN,32,11.6,4.8,8.3,152,264,0.576,152,264,0.576,1.41,0.576
2402,64,"Davante Gardner, F",MARQ,24,9.5,3.3,5.8,80,139,0.576,80,137,0.584,1.64,0.576
2403,65,"Rahlir Hollis-Jefferson, F",TEM,31,9.2,3.8,6.7,119,207,0.575,119,207,0.575,1.38,0.575
2404,66,"Raven Barber, F",MSM,27,9.2,3.6,6.2,96,167,0.575,96,167,0.575,1.49,0.575
2405,67,"Orane Chin, F",CSF,30,10.2,3.9,6.8,117,204,0.574,88,140,0.629,1.5,0.645
2406,68,"Akeem Johnson, F",SFNY,28,11.3,4.2,7.3,117,204,0.574,117,204,0.574,1.55,0.574
2407,69,"Joshua Smith, C",UCLA,32,9.9,3.7,6.4,117,204,0.574,117,204,0.574,1.55,0.574
2408,70,"Carl Hall, F",WICH,32,8.3,3.2,5.6,103,180,0.572,103,180,0.572,1.48,0.572
2409,71,"Jaron Lane, G",UNCA,25,11.3,3.8,6.7,96,168,0.571,84,127,0.661,1.68,0.607
2410,72,"Kadeem Coleby, C",ULL,30,9.6,3.6,6.4,109,191,0.571,109,191,0.571,1.51,0.571
2411,73,"Sean Carter, F-C",UMASS,33,7.8,3.1,5.4,101,177,0.571,101,177,0.571,1.45,0.571
2412,74,"Javon McCrea, F",BUFF,29,14.8,6.1,10.8,178,312,0.571,178,311,0.572,1.38,0.571
2413,75,"Ray Turner, F",TAMU,33,9.3,3.8,6.7,126,221,0.57,126,221,0.57,1.38,0.57
2414,76,"Victor Davila, F",VT,25,7.5,3.0,5.2,74,130,0.569,74,130,0.569,1.45,0.569
2415,77,"Eric Ferguson, F",GASO,30,15.4,6.2,11.0,187,329,0.568,179,295,0.607,1.4,0.581
2416,78,"Renado Parker, F",PRST,25,9.8,4.0,7.0,100,176,0.568,100,176,0.568,1.4,0.568
2417,79,"Nate Lozeau, C",PRST,32,7.2,2.9,5.1,92,162,0.568,92,162,0.568,1.41,0.568
2418,80,"Quincy Acy, F",BAY,34,11.8,4.1,7.2,139,245,0.567,136,240,0.567,1.64,0.573
2419,81,"Andre Williamson, F",APP,30,9.6,3.8,6.7,114,201,0.567,105,182,0.577,1.44,0.59
2420,82,"Joe Ragland, G",WICH,31,13.4,4.6,8.2,144,254,0.567,87,140,0.621,1.63,0.679
2421,83,"Tiel Daniels, F",SIU,28,8.3,3.0,5.4,85,150,0.567,85,150,0.567,1.54,0.567
2422,84,"Alfonzo McKinnie, F",EIU,29,10.2,4.0,7.0,115,203,0.567,115,203,0.567,1.45,0.567
2423,85,"Fab Melo, C",SYR,30,7.8,3.3,5.8,98,173,0.566,98,173,0.566,1.35,0.566
2424,86,"Nasir Robinson, F",PITT,33,11.0,4.7,8.4,156,276,0.565,156,272,0.574,1.31,0.565
2425,87,"Geddes Robinson, F",UVU,32,10.0,3.9,7.0,126,223,0.565,126,222,0.568,1.43,0.565
2426,88,"Noah Hartsock, F",BYU,32,16.7,6.3,11.1,200,354,0.565,191,323,0.591,1.51,0.578
2427,89,"Khyle Marshall, F",BUT,32,9.6,4.0,7.1,128,227,0.564,127,221,0.575,1.35,0.566
2428,90,"Ian Chiles, C",MORG,28,8.8,3.8,6.7,106,188,0.564,106,188,0.564,1.31,0.564
2429,91,"Adam Folker, C",UCI,32,8.2,3.5,6.2,112,199,0.563,112,199,0.563,1.32,0.563
2430,92,"Leonard Washington, F",WYO,31,12.6,4.6,8.3,144,256,0.563,127,204,0.623,1.53,0.596
2431,93,"Mike Scott, F",UVA,31,18.1,6.7,12.0,209,372,0.562,203,352,0.577,1.51,0.57
2432,94,"Daniel Stewart, F",RID,32,11.1,3.7,6.6,119,212,0.561,119,212,0.561,1.68,0.561
2433,95,"Ike Azotam, F",QUIN,31,15.9,6.4,11.3,197,351,0.561,197,351,0.561,1.41,0.561
2434,96,"Valdélicio Joaquim, C",HAW,32,14.3,5.4,9.6,172,307,0.56,172,307,0.56,1.49,0.56
2435,97,"Luke Apfeld, F",UVM,33,10.2,3.4,6.1,112,200,0.56,106,185,0.573,1.68,0.575
2436,98,"Jon Pack, C",CCAR,30,7.2,2.8,5.0,84,150,0.56,84,149,0.564,1.43,0.56
2437,99,"Kinu Rochford, F",FDU,29,9.3,4.1,7.3,118,211,0.559,118,210,0.562,1.28,0.559
2438,100,"Glenn Powell, F",JAC,30,10.9,4.9,8.8,147,263,0.559,147,263,0.559,1.25,0.559
2439,1,"Taylor Smith, F",SFA,32,9.2,4.0,5.8,129,184,0.701,129,184,0.701,1.6,0.701
2440,2,"Ricardo Ratliffe, F",MIZ,34,13.9,6.0,8.6,203,293,0.693,203,293,0.693,1.61,0.693
2441,3,"Tarik Black, F",MEM,34,10.9,4.2,6.1,142,207,0.686,142,207,0.686,1.78,0.686
2442,4,"David Pellom, F",GW,27,10.4,4.5,6.6,122,178,0.685,121,173,0.699,1.57,0.688
2443,5,"Brandon Brekke, F",UND,29,8.9,3.7,5.5,108,159,0.679,108,159,0.679,1.63,0.679
2444,6,"Marshall Bjorklund, F",NDSU,30,11.5,4.7,7.1,141,212,0.665,141,212,0.665,1.63,0.665
2445,7,"Seth Tuttle, F",UNI,32,9.2,3.3,5.1,107,164,0.652,103,155,0.665,1.79,0.665
2446,8,"Mike Glover, F",IONA,32,18.5,7.3,11.3,233,362,0.644,233,362,0.644,1.64,0.644
2447,9,"Pierce Hornung, F",CSU,25,8.7,3.6,5.6,90,140,0.643,86,126,0.683,1.55,0.657
2448,10,"Anthony Davis, F",UK,34,14.3,5.4,8.5,185,288,0.642,182,270,0.674,1.68,0.648
2449,11,"Sam McLaurin, F",CCAR,30,9.7,4.2,6.6,127,198,0.641,127,198,0.641,1.46,0.641
2450,12,"Daniel Coursey, F",MER,33,8.2,3.5,5.4,114,178,0.64,114,178,0.64,1.53,0.64
2451,13,"Steven Werner, F",SHSU,27,10.7,4.4,7.0,119,189,0.63,119,189,0.63,1.52,0.63
2452,14,"Cody Zeller, F",IND,33,15.5,5.5,8.8,181,289,0.626,181,289,0.626,1.78,0.626
2453,15,"Eric Buckner, F",GAST,32,11.1,4.4,7.1,142,227,0.626,142,227,0.626,1.56,0.626
2454,16,"Kevin Van Wijk, F",VALP,30,14.4,5.0,8.0,150,240,0.625,150,239,0.628,1.8,0.625
2455,17,"Jordan Morgan, F",MICH,33,7.3,3.2,5.2,106,171,0.62,106,171,0.62,1.41,0.62
2456,18,"Laron Griffin, F",EWU,32,8.5,3.2,5.1,101,163,0.62,101,163,0.62,1.67,0.62
2457,19,"Terell Parks, F-C",WIU,32,12.1,4.9,8.0,158,256,0.617,157,255,0.616,1.51,0.619
2458,20,"Gregory Echenique, C",CREI,33,9.8,3.7,6.0,121,197,0.614,121,197,0.614,1.64,0.614
2459,21,"Scott Eatherton, F",SFU,29,14.0,5.6,9.1,162,264,0.614,156,245,0.637,1.54,0.625
2460,22,"Jack Cooley, F",ND,32,12.4,4.7,7.7,150,245,0.612,150,245,0.612,1.62,0.612
2461,23,"Jaime Serna, F",UCSB,29,8.7,3.3,5.4,96,157,0.611,96,156,0.615,1.61,0.611
2462,24,"Devon Collier, F",ORST,33,13.2,4.9,8.1,163,267,0.61,163,267,0.61,1.64,0.61
2463,25,"Doug McDermott, F",CREI,33,23.2,8.9,14.5,293,480,0.61,241,375,0.643,1.59,0.665
2464,26,"Eric Griffin, F",CAMP,31,15.7,5.7,9.4,177,290,0.61,166,260,0.638,1.68,0.629
2465,27,"Drew Crowell, F",WOF,32,9.0,3.9,6.4,125,205,0.61,122,194,0.629,1.4,0.617
2466,28,"Bernard James, F",FSU,33,10.5,4.3,7.1,143,235,0.609,143,235,0.609,1.48,0.609
2467,29,"Patric Young, C",FLA,33,10.3,4.4,7.3,146,240,0.608,146,240,0.608,1.42,0.608
2468,30,"William Mosley, C",NWST,32,11.7,4.5,7.4,144,237,0.608,144,236,0.61,1.57,0.608
2469,31,"Kyisean Reed, F",USU,31,9.7,3.7,6.1,114,188,0.606,114,187,0.61,1.6,0.606
2470,32,"Kenny Buckner, C",BSU,29,8.4,3.6,6.0,105,174,0.603,105,174,0.603,1.4,0.603
2471,33,"Ronald Roberts Jr., F",JOES,33,10.9,4.4,7.3,146,242,0.603,146,242,0.603,1.49,0.603
2472,34,"Hamidu Rahman, C",NMSU,35,10.0,3.5,5.8,123,204,0.603,123,204,0.603,1.72,0.603
2473,35,"Dallis Joyner, F",STON,31,8.8,3.6,6.0,111,185,0.6,111,184,0.603,1.48,0.6
2474,36,"Rhamel Brown, F",MAN,32,7.8,3.2,5.3,102,171,0.596,102,170,0.6,1.46,0.596
2475,37,"Keith Wright, F",HARV,30,10.7,4.5,7.6,136,229,0.594,136,229,0.594,1.41,0.594
2476,38,"Justin Glenn, C",LIP,31,7.9,3.3,5.5,102,172,0.593,102,171,0.596,1.42,0.593
2477,39,"Mike Morrison, F",GMU,33,9.8,3.8,6.5,126,213,0.592,126,212,0.594,1.52,0.592
2478,40,"Leon Powell, F",SEMO,30,10.6,4.2,7.1,126,213,0.592,126,213,0.592,1.5,0.592
2479,41,"Taylor Smith, F",SFA,32,9.2,4.0,5.8,129,184,0.701,129,184,0.701,1.6,0.701
2480,42,"Ricardo Ratliffe, F",MIZ,34,13.9,6.0,8.6,203,293,0.693,203,293,0.693,1.61,0.693
2481,43,"Tarik Black, F",MEM,34,10.9,4.2,6.1,142,207,0.686,142,207,0.686,1.78,0.686
2482,44,"David Pellom, F",GW,27,10.4,4.5,6.6,122,178,0.685,121,173,0.699,1.57,0.688
2483,45,"Brandon Brekke, F",UND,29,8.9,3.7,5.5,108,159,0.679,108,159,0.679,1.63,0.679
2484,46,"Marshall Bjorklund, F",NDSU,30,11.5,4.7,7.1,141,212,0.665,141,212,0.665,1.63,0.665
2485,47,"Seth Tuttle, F",UNI,32,9.2,3.3,5.1,107,164,0.652,103,155,0.665,1.79,0.665
2486,48,"Mike Glover, F",IONA,32,18.5,7.3,11.3,233,362,0.644,233,362,0.644,1.64,0.644
2487,49,"Pierce Hornung, F",CSU,25,8.7,3.6,5.6,90,140,0.643,86,126,0.683,1.55,0.657
2488,50,"Anthony Davis, F",UK,34,14.3,5.4,8.5,185,288,0.642,182,270,0.674,1.68,0.648
2489,51,"Sam McLaurin, F",CCAR,30,9.7,4.2,6.6,127,198,0.641,127,198,0.641,1.46,0.641
2490,52,"Daniel Coursey, F",MER,33,8.2,3.5,5.4,114,178,0.64,114,178,0.64,1.53,0.64
2491,53,"Steven Werner, F",SHSU,27,10.7,4.4,7.0,119,189,0.63,119,189,0.63,1.52,0.63
2492,54,"Cody Zeller, F",IND,33,15.5,5.5,8.8,181,289,0.626,181,289,0.626,1.78,0.626
2493,55,"Eric Buckner, F",GAST,32,11.1,4.4,7.1,142,227,0.626,142,227,0.626,1.56,0.626
2494,56,"Kevin Van Wijk, F",VALP,30,14.4,5.0,8.0,150,240,0.625,150,239,0.628,1.8,0.625
2495,57,"Jordan Morgan, F",MICH,33,7.3,3.2,5.2,106,171,0.62,106,171,0.62,1.41,0.62
2496,58,"Laron Griffin, F",EWU,32,8.5,3.2,5.1,101,163,0.62,101,163,0.62,1.67,0.62
2497,59,"Terell Parks, F-C",WIU,32,12.1,4.9,8.0,158,256,0.617,157,255,0.616,1.51,0.619
2498,60,"Gregory Echenique, C",CREI,33,9.8,3.7,6.0,121,197,0.614,121,197,0.614,1.64,0.614
2499,61,"Scott Eatherton, F",SFU,29,14.0,5.6,9.1,162,264,0.614,156,245,0.637,1.54,0.625
2500,62,"Jack Cooley, F",ND,32,12.4,4.7,7.7,150,245,0.612,150,245,0.612,1.62,0.612
2501,63,"Jaime Serna, F",UCSB,29,8.7,3.3,5.4,96,157,0.611,96,156,0.615,1.61,0.611
2502,64,"Devon Collier, F",ORST,33,13.2,4.9,8.1,163,267,0.61,163,267,0.61,1.64,0.61
2503,65,"Doug McDermott, F",CREI,33,23.2,8.9,14.5,293,480,0.61,241,375,0.643,1.59,0.665
2504,66,"Eric Griffin, F",CAMP,31,15.7,5.7,9.4,177,290,0.61,166,260,0.638,1.68,0.629
2505,67,"Drew Crowell, F",WOF,32,9.0,3.9,6.4,125,205,0.61,122,194,0.629,1.4,0.617
2506,68,"Bernard James, F",FSU,33,10.5,4.3,7.1,143,235,0.609,143,235,0.609,1.48,0.609
2507,69,"Patric Young, C",FLA,33,10.3,4.4,7.3,146,240,0.608,146,240,0.608,1.42,0.608
2508,70,"William Mosley, C",NWST,32,11.7,4.5,7.4,144,237,0.608,144,236,0.61,1.57,0.608
2509,71,"Kyisean Reed, F",USU,31,9.7,3.7,6.1,114,188,0.606,114,187,0.61,1.6,0.606
2510,72,"Kenny Buckner, C",BSU,29,8.4,3.6,6.0,105,174,0.603,105,174,0.603,1.4,0.603
2511,73,"Ronald Roberts Jr., F",JOES,33,10.9,4.4,7.3,146,242,0.603,146,242,0.603,1.49,0.603
2512,74,"Hamidu Rahman, C",NMSU,35,10.0,3.5,5.8,123,204,0.603,123,204,0.603,1.72,0.603
2513,75,"Dallis Joyner, F",STON,31,8.8,3.6,6.0,111,185,0.6,111,184,0.603,1.48,0.6
2514,76,"Rhamel Brown, F",MAN,32,7.8,3.2,5.3,102,171,0.596,102,170,0.6,1.46,0.596
2515,77,"Keith Wright, F",HARV,30,10.7,4.5,7.6,136,229,0.594,136,229,0.594,1.41,0.594
2516,78,"Justin Glenn, C",LIP,31,7.9,3.3,5.5,102,172,0.593,102,171,0.596,1.42,0.593
2517,79,"Mike Morrison, F",GMU,33,9.8,3.8,6.5,126,213,0.592,126,212,0.594,1.52,0.592
2518,80,"Leon Powell, F",SEMO,30,10.6,4.2,7.1,126,213,0.592,126,213,0.592,1.5,0.592
2519,81,"Taylor Smith, F",SFA,32,9.2,4.0,5.8,129,184,0.701,129,184,0.701,1.6,0.701
2520,82,"Ricardo Ratliffe, F",MIZ,34,13.9,6.0,8.6,203,293,0.693,203,293,0.693,1.61,0.693
2521,83,"Tarik Black, F",MEM,34,10.9,4.2,6.1,142,207,0.686,142,207,0.686,1.78,0.686
2522,84,"David Pellom, F",GW,27,10.4,4.5,6.6,122,178,0.685,121,173,0.699,1.57,0.688
2523,85,"Brandon Brekke, F",UND,29,8.9,3.7,5.5,108,159,0.679,108,159,0.679,1.63,0.679
2524,86,"Marshall Bjorklund, F",NDSU,30,11.5,4.7,7.1,141,212,0.665,141,212,0.665,1.63,0.665
2525,87,"Seth Tuttle, F",UNI,32,9.2,3.3,5.1,107,164,0.652,103,155,0.665,1.79,0.665
2526,88,"Mike Glover, F",IONA,32,18.5,7.3,11.3,233,362,0.644,233,362,0.644,1.64,0.644
2527,89,"Pierce Hornung, F",CSU,25,8.7,3.6,5.6,90,140,0.643,86,126,0.683,1.55,0.657
2528,90,"Anthony Davis, F",UK,34,14.3,5.4,8.5,185,288,0.642,182,270,0.674,1.68,0.648
2529,91,"Sam McLaurin, F",CCAR,30,9.7,4.2,6.6,127,198,0.641,127,198,0.641,1.46,0.641
2530,92,"Daniel Coursey, F",MER,33,8.2,3.5,5.4,114,178,0.64,114,178,0.64,1.53,0.64
2531,93,"Steven Werner, F",SHSU,27,10.7,4.4,7.0,119,189,0.63,119,189,0.63,1.52,0.63
2532,94,"Cody Zeller, F",IND,33,15.5,5.5,8.8,181,289,0.626,181,289,0.626,1.78,0.626
2533,95,"Eric Buckner, F",GAST,32,11.1,4.4,7.1,142,227,0.626,142,227,0.626,1.56,0.626
2534,96,"Kevin Van Wijk, F",VALP,30,14.4,5.0,8.0,150,240,0.625,150,239,0.628,1.8,0.625
2535,97,"Jordan Morgan, F",MICH,33,7.3,3.2,5.2,106,171,0.62,106,171,0.62,1.41,0.62
2536,98,"Laron Griffin, F",EWU,32,8.5,3.2,5.1,101,163,0.62,101,163,0.62,1.67,0.62
2537,99,"Terell Parks, F-C",WIU,32,12.1,4.9,8.0,158,256,0.617,157,255,0.616,1.51,0.619
2538,100,"Gregory Echenique, C",CREI,33,9.8,3.7,6.0,121,197,0.614,121,197,0.614,1.64,0.614
2539,101,"Scott Eatherton, F",SFU,29,14.0,5.6,9.1,162,264,0.614,156,245,0.637,1.54,0.625
2540,102,"Jack Cooley, F",ND,32,12.4,4.7,7.7,150,245,0.612,150,245,0.612,1.62,0.612
2541,103,"Jaime Serna, F",UCSB,29,8.7,3.3,5.4,96,157,0.611,96,156,0.615,1.61,0.611
2542,104,"Devon Collier, F",ORST,33,13.2,4.9,8.1,163,267,0.61,163,267,0.61,1.64,0.61
2543,105,"Doug McDermott, F",CREI,33,23.2,8.9,14.5,293,480,0.61,241,375,0.643,1.59,0.665
2544,106,"Eric Griffin, F",CAMP,31,15.7,5.7,9.4,177,290,0.61,166,260,0.638,1.68,0.629
2545,107,"Drew Crowell, F",WOF,32,9.0,3.9,6.4,125,205,0.61,122,194,0.629,1.4,0.617
2546,108,"Bernard James, F",FSU,33,10.5,4.3,7.1,143,235,0.609,143,235,0.609,1.48,0.609
2547,109,"Patric Young, C",FLA,33,10.3,4.4,7.3,146,240,0.608,146,240,0.608,1.42,0.608
2548,110,"William Mosley, C",NWST,32,11.7,4.5,7.4,144,237,0.608,144,236,0.61,1.57,0.608
2549,111,"Kyisean Reed, F",USU,31,9.7,3.7,6.1,114,188,0.606,114,187,0.61,1.6,0.606
2550,112,"Kenny Buckner, C",BSU,29,8.4,3.6,6.0,105,174,0.603,105,174,0.603,1.4,0.603
2551,113,"Ronald Roberts Jr., F",JOES,33,10.9,4.4,7.3,146,242,0.603,146,242,0.603,1.49,0.603
2552,114,"Hamidu Rahman, C",NMSU,35,10.0,3.5,5.8,123,204,0.603,123,204,0.603,1.72,0.603
2553,115,"Dallis Joyner, F",STON,31,8.8,3.6,6.0,111,185,0.6,111,184,0.603,1.48,0.6
2554,116,"Rhamel Brown, F",MAN,32,7.8,3.2,5.3,102,171,0.596,102,170,0.6,1.46,0.596
2555,117,"Keith Wright, F",HARV,30,10.7,4.5,7.6,136,229,0.594,136,229,0.594,1.41,0.594
2556,118,"Justin Glenn, C",LIP,31,7.9,3.3,5.5,102,172,0.593,102,171,0.596,1.42,0.593
2557,119,"Mike Morrison, F",GMU,33,9.8,3.8,6.5,126,213,0.592,126,212,0.594,1.52,0.592
2558,120,"Leon Powell, F",SEMO,30,10.6,4.2,7.1,126,213,0.592,126,213,0.592,1.5,0.592
2559,1,"Taylor Smith, F",SFA,31,15.6,6.6,9.5,204,295,0.692,204,295,0.692,1.64,0.692
2560,2,"Marshall Bjorklund, F",NDSU,33,11.6,5.1,7.5,167,248,0.673,167,248,0.673,1.55,0.673
2561,3,"Gregory Echenique, C",CREI,34,9.6,3.8,5.8,129,196,0.658,129,196,0.658,1.67,0.658
2562,4,"Zeke Marshall, C",AKR,32,13.0,4.7,7.1,149,228,0.654,147,225,0.653,1.83,0.658
2563,5,"Kelly Olynyk, F",GONZ,30,17.5,6.6,10.2,199,305,0.652,190,279,0.681,1.72,0.667
2564,6,"Kevin Van Wijk, F",VALP,33,12.7,4.4,6.8,145,223,0.65,145,222,0.653,1.87,0.65
2565,7,"Alex Oriakhi, F",MIZ,33,11.1,4.0,6.4,132,210,0.629,132,210,0.629,1.74,0.629
2566,8,"Frank Otis, F",WEB,32,9.0,3.8,6.1,123,196,0.628,123,196,0.628,1.47,0.628
2567,9,"TJ Warren, F",NCST,34,12.4,5.4,8.6,184,294,0.626,170,267,0.637,1.43,0.65
2568,10,"Martin Seiferth, F",EWU,31,8.2,3.3,5.2,101,162,0.623,101,162,0.623,1.57,0.623
2569,11,"Sim Bhullar, C",NMSU,34,10.2,4.0,6.5,137,220,0.623,137,220,0.623,1.58,0.623
2570,12,"Willie Cauley-Stein, F",UK,28,8.3,3.6,5.8,101,163,0.62,101,163,0.62,1.43,0.62
2571,13,"Jameel Warney, F",STON,31,12.1,4.8,7.8,150,243,0.617,150,243,0.617,1.54,0.617
2572,14,"Isaac Fotu, F",HAW,31,9.6,3.8,6.1,117,190,0.616,117,187,0.626,1.57,0.616
2573,15,"Dennis Ogbe, F",TNTC,29,10.8,4.2,6.9,122,199,0.613,96,135,0.711,1.57,0.678
2574,16,"Brad Waldow, F",SMC,33,10.2,4.2,6.9,139,227,0.612,139,227,0.612,1.48,0.612
2575,17,"Ryan Watkins, F",BSU,31,8.4,3.4,5.6,106,174,0.609,105,172,0.61,1.49,0.612
2576,18,"Tiel Daniels, F",SIU,27,7.7,3.1,5.1,84,138,0.609,84,138,0.609,1.51,0.609
2577,19,"Fred Sturdivant, F",TXSO,31,11.1,4.6,7.5,142,234,0.607,142,231,0.615,1.47,0.607
2578,20,"Reggie Keely, F",OHIO,33,12.1,4.8,7.8,157,259,0.606,156,254,0.614,1.54,0.608
2579,21,"Patric Young, C",FLA,33,10.3,4.3,7.1,141,234,0.603,141,234,0.603,1.46,0.603
2580,22,"Blake Jenkins, F",BEL,31,9.7,3.7,6.2,115,192,0.599,109,164,0.665,1.57,0.615
2581,23,"Colton Iverson, F-C",CSU,33,14.7,5.4,9.1,179,299,0.599,179,299,0.599,1.62,0.599
2582,24,"Victor Oladipo, G",IND,33,13.6,5.1,8.5,167,279,0.599,140,218,0.642,1.61,0.647
2583,25,"Kyle Barone, C",IDHO,30,17.2,6.0,10.0,179,300,0.597,179,299,0.599,1.72,0.597
2584,26,"Willie Clayton, F",CHAR,32,8.4,3.4,5.8,110,185,0.595,110,185,0.595,1.46,0.595
2585,27,"Will Weeks, F",UNCA,32,9.0,3.3,5.6,107,180,0.594,107,180,0.594,1.61,0.594
2586,28,"Max Jacobsen, F",NAU,32,9.0,3.9,6.6,126,212,0.594,126,212,0.594,1.35,0.594
2587,29,"Reginald Buckner, F",MISS,34,9.5,3.5,5.9,118,199,0.593,118,199,0.593,1.62,0.593
2588,30,"Brandon Edwards, F",UTA,32,7.7,3.0,5.1,96,162,0.593,90,138,0.652,1.51,0.611
2589,31,"Kinu Rochford, F",FDU,27,14.7,6.1,10.3,164,277,0.592,164,277,0.592,1.43,0.592
2590,32,"Arsalan Kazemi, F",ORE,32,9.3,3.1,5.3,100,169,0.592,100,168,0.595,1.76,0.592
2591,33,"Mason Plumlee, F",DUKE,32,17.2,6.2,10.4,197,333,0.592,197,333,0.592,1.65,0.592
2592,34,"Nerlens Noel, F",UK,24,10.5,4.1,6.9,98,166,0.59,98,166,0.59,1.51,0.59
2593,35,"Nate Lubick, F",GTWN,31,7.2,3.0,5.0,92,156,0.59,92,151,0.609,1.44,0.59
2594,36,"Joe Efese, F",CCSU,30,7.2,3.1,5.3,93,158,0.589,93,158,0.589,1.36,0.589
2595,37,"Ricardo Glenn, F",UPST,33,10.5,4.4,7.4,144,245,0.588,144,245,0.588,1.41,0.588
2596,38,"Brandon Goode, C",NORF,32,7.9,3.1,5.2,98,167,0.587,98,166,0.59,1.51,0.587
2597,39,"Tarik Black, F",MEM,30,8.0,3.2,5.4,95,162,0.586,95,162,0.586,1.48,0.586
2598,40,"Jordan Harks, F",UCA,30,7.9,3.4,5.8,102,174,0.586,101,172,0.587,1.37,0.589
2599,41,"Cory Jefferson, F",BAY,32,12.1,4.7,8.0,150,256,0.586,147,248,0.593,1.51,0.592
2600,42,"DeQuan Hicks, F",NWST,28,14.1,5.6,9.6,157,268,0.586,157,267,0.588,1.47,0.586
2601,43,"Alex Poythress, F",UK,32,11.4,4.1,6.9,130,222,0.586,116,190,0.611,1.64,0.617
2602,44,"Shaquille Duncan, F",MORG,28,7.3,3.2,5.4,89,152,0.586,89,152,0.586,1.35,0.586
2603,45,"Jordan Bachynski, C",ASU,33,9.8,3.9,6.6,128,219,0.584,128,219,0.584,1.47,0.584
2604,46,"Mitch Patton, C",IUPU,27,13.7,5.7,9.7,153,263,0.582,153,262,0.584,1.41,0.582
2605,47,"Davante Gardner, F",MARQ,31,11.5,3.6,6.2,112,193,0.58,112,189,0.593,1.85,0.58
2606,48,"Andy Diaz, F",UNF,27,6.9,3.0,5.1,80,138,0.58,80,138,0.58,1.34,0.58
2607,49,"Cedrick Bowen, F",CHSO,25,7.7,3.1,5.3,77,133,0.579,76,129,0.589,1.44,0.583
2608,50,"Jeff Withey, C",KU,34,13.6,4.9,8.4,166,287,0.578,165,286,0.577,1.61,0.58
2609,51,"Adam Folker, C",UCI,31,9.5,4.2,7.3,130,225,0.578,130,225,0.578,1.31,0.578
2610,52,"Travis Wallace, F",UNF,32,14.2,5.7,9.9,183,317,0.577,182,316,0.576,1.43,0.579
2611,53,"John Bohannon, C",UTEP,29,10.2,3.8,6.6,110,191,0.576,107,183,0.585,1.55,0.584
2612,54,"Ben Aird, C",UVU,30,15.1,5.9,10.3,177,308,0.575,170,284,0.599,1.47,0.586
2613,55,"Mike Groselle, C",CIT,30,15.6,6.3,11.0,189,329,0.574,189,329,0.574,1.42,0.574
2614,56,"Daveon Boardingham, F",USM,33,8.4,3.1,5.3,101,176,0.574,101,175,0.577,1.57,0.574
2615,57,"Eric Moreland, F",ORST,29,9.4,3.6,6.3,105,183,0.574,99,164,0.604,1.49,0.59
2616,58,"Cody Zeller, F",IND,33,16.9,5.7,9.9,188,328,0.573,188,326,0.577,1.7,0.573
2617,59,"Tymell Murphy, F",FIU,32,14.6,6.1,10.7,196,342,0.573,184,304,0.605,1.37,0.591
2618,60,"Jack Cooley, F",ND,34,13.1,4.9,8.6,167,292,0.572,166,290,0.572,1.52,0.574
2619,61,"Trevor Mbakwe, F",MINN,32,10.0,3.6,6.3,114,200,0.57,114,199,0.573,1.6,0.57
2620,62,"RaShid Gaston, F",NORF,29,8.3,3.5,6.2,102,179,0.57,102,179,0.57,1.35,0.57
2621,63,"Mitch McGary, F",MICH,33,6.2,2.8,5.0,94,165,0.57,94,165,0.57,1.24,0.57
2622,64,"Terell Parks, F-C",WIU,26,12.7,5.4,9.5,141,248,0.569,141,248,0.569,1.33,0.569
2623,65,"Alex Francis, F",BRY,30,17.4,6.8,12.0,205,361,0.568,205,353,0.581,1.45,0.568
2624,66,"Trevor Gruis, C",SDAK,30,12.3,4.6,8.2,139,245,0.567,139,245,0.567,1.5,0.567
2625,67,"Fred Hunter, G",NICH,27,19.9,6.9,12.1,186,328,0.567,170,270,0.63,1.64,0.591
2626,68,"Dom Morris, F",BU,29,11.4,4.4,7.8,128,226,0.566,123,216,0.569,1.47,0.577
2627,69,"Richard Howell, F",NCST,34,12.7,5.2,9.1,176,311,0.566,176,311,0.566,1.39,0.566
2628,70,"Nino Johnson, F",SEMO,33,11.1,4.3,7.6,142,251,0.566,141,245,0.576,1.46,0.568
2629,71,"Steven Adams, C",PITT,31,7.0,3.1,5.4,95,168,0.565,95,168,0.565,1.3,0.565
2630,72,"Chase Fieler, F",FGCU,34,12.2,4.6,8.1,156,276,0.565,124,194,0.639,1.5,0.623
2631,73,"Travis Releford, G",KU,34,11.5,4.0,7.1,136,241,0.564,98,149,0.658,1.62,0.643
2632,74,"J.T. Adenrele, F",UCD,31,12.6,5.0,8.8,154,273,0.564,153,271,0.565,1.43,0.566
2633,75,"Khyle Marshall, F",BUT,34,9.9,4.1,7.4,141,250,0.564,141,249,0.566,1.34,0.564
